clave_municipio,clave_estado,ano,estado,municipio,modalidad,linea_apoyo,acciones,monto
016,12,2019,Guerrero,Coahuayutla de José María Izazaga,Autoproducción,Autoproducción,48,3575346.24
020,12,2019,Guerrero,Copanatoyac,Vivienda en Espacio Edificable Rural o Urbano,Ampliación de vivienda,61,1830000.0
020,12,2019,Guerrero,Copanatoyac,Vivienda en Espacio Edificable Rural o Urbano,Reparación total de vivienda,2,397022.0
021,12,2019,Guerrero,Coyuca de Benítez,Vivienda en Espacio Edificable Rural o Urbano,Ampliación de vivienda,17,510000.0
021,12,2019,Guerrero,Coyuca de Benítez,Autoproducción,Ampliación de vivienda,29,893836.55
022,12,2019,Guerrero,Coyuca de Catalán,Vivienda en Espacio Edificable Rural o Urbano,Ampliación de vivienda,9,270000.0
022,12,2019,Guerrero,Coyuca de Catalán,Autoproducción,Autoproducción,22,1638700.36
027,12,2019,Guerrero,Cutzamala de Pinzón,Vivienda en Espacio Edificable Rural o Urbano,Ampliación de vivienda,5,150000.0
028,12,2019,Guerrero,Chilapa de Álvarez,Adquisición de Vivienda,Adquisición de vivienda nueva,20,1600000.0
028,12,2019,Guerrero,Chilapa de Álvarez,Vivienda en Espacio Edificable Rural o Urbano,Ampliación de vivienda,61,1830000.0
029,12,2019,Guerrero,Chilpancingo de los Bravo,Vivienda en Espacio Edificable Rural o Urbano,Ampliación de vivienda,4,120000.0
029,12,2019,Guerrero,Chilpancingo de los Bravo,Autoproducción,Ampliación de vivienda,73,2250002.35
029,12,2019,Guerrero,Chilpancingo de los Bravo,Autoproducción,Autoproducción,139,10337763.94
029,12,2019,Guerrero,Chilpancingo de los Bravo,Autoproducción,Vivienda nueva,14,796790.22
030,12,2019,Guerrero,Florencio Villarreal,Vivienda en Espacio Edificable Rural o Urbano,Ampliación de vivienda,13,390000.0
032,12,2019,Guerrero,General Heliodoro Castillo,Vivienda en Espacio Edificable Rural o Urbano,Ampliación de vivienda,71,2130000.0
033,12,2019,Guerrero,Huamuxtitlán,Autoproducción,Autoproducción,4,297945.52
033,12,2019,Guerrero,Huamuxtitlán,Autoproducción,Mejoramiento,1,30821.95
034,12,2019,Guerrero,Huitzuco de los Figueroa,Vivienda en Espacio Edificable Rural o Urbano,Reparación total de vivienda,1,250000.0
034,12,2019,Guerrero,Huitzuco de los Figueroa,Autoproducción,Ampliación de vivienda,20,616439.0
041,12,2019,Guerrero,Malinaltepec,Adquisición de Vivienda,Adquisición de vivienda nueva,5,400000.0
041,12,2019,Guerrero,Malinaltepec,Vivienda en Espacio Edificable Rural o Urbano,Ampliación de vivienda,10,300000.0
041,12,2019,Guerrero,Malinaltepec,Vivienda en Espacio Edificable Rural o Urbano,Reparación total de vivienda,152,30173739.0
041,12,2019,Guerrero,Malinaltepec,Autoproducción,Ampliación de vivienda,9,277397.55
041,12,2019,Guerrero,Malinaltepec,Autoproducción,Autoproducción,1,74486.38
042,12,2019,Guerrero,Mártir de Cuilapan,Adquisición de Vivienda,Adquisición de vivienda nueva,39,3120000.0
042,12,2019,Guerrero,Mártir de Cuilapan,Vivienda en Espacio Edificable Rural o Urbano,Ampliación de vivienda,46,1380000.0
043,12,2019,Guerrero,Metlatónoc,Vivienda en Espacio Edificable Rural o Urbano,Reparación total de vivienda,15,2977665.0
045,12,2019,Guerrero,Olinalá,Vivienda en Espacio Edificable Rural o Urbano,Reparación parcial de vivienda,7,735000.0
045,12,2019,Guerrero,Olinalá,Vivienda en Espacio Edificable Rural o Urbano,Reparación total de vivienda,108,21200000.0
047,12,2019,Guerrero,Pedro Ascencio Alquisiras,Vivienda en Espacio Edificable Rural o Urbano,Ampliación de vivienda,89,2670000.0
048,12,2019,Guerrero,Petatlán,Autoproducción,Autoproducción,3,223459.14
049,12,2019,Guerrero,Pilcaya,Autoproducción,Ampliación de vivienda,17,523973.15
049,12,2019,Guerrero,Pilcaya,Autoproducción,Autoproducción,24,1787673.12
051,12,2019,Guerrero,Quechultenango,Vivienda en Espacio Edificable Rural o Urbano,Ampliación de vivienda,42,1260000.0
052,12,2019,Guerrero,San Luis Acatlán,Vivienda en Espacio Edificable Rural o Urbano,Reparación total de vivienda,22,4367242.0
053,12,2019,Guerrero,San Marcos,Vivienda en Espacio Edificable Rural o Urbano,Ampliación de vivienda,33,990000.0
054,12,2019,Guerrero,San Miguel Totolapan,Autoproducción,Ampliación de vivienda,20,616439.0
055,12,2019,Guerrero,Taxco de Alarcón,Vivienda en Conjunto Habitacional,Edificación / Supervisión externa / Laboratorio de control de calidad de materiales,30,9012353.1
055,12,2019,Guerrero,Taxco de Alarcón,Vivienda en Espacio Edificable Rural o Urbano,Reparación parcial de vivienda,10,760000.0
055,12,2019,Guerrero,Taxco de Alarcón,Vivienda en Espacio Edificable Rural o Urbano,Reparación total de vivienda,55,9885000.0
055,12,2019,Guerrero,Taxco de Alarcón,Rehabilitación de Vivienda en Inmuebles Catalogados,Rehabilitación de vivienda en inmuebles catalogados,1,206800.96
056,12,2019,Guerrero,Tecoanapa,Vivienda en Espacio Edificable Rural o Urbano,Ampliación de vivienda,20,600000.0
057,12,2019,Guerrero,Técpan de Galeana,Vivienda en Espacio Edificable Rural o Urbano,Ampliación de vivienda,42,1260000.0
058,12,2019,Guerrero,Teloloapan,Autoproducción,Autoproducción,17,1264800.0
059,12,2019,Guerrero,Tepecoacuilco de Trujano,Vivienda en Espacio Edificable Rural o Urbano,Reparación parcial de vivienda,8,705000.0
059,12,2019,Guerrero,Tepecoacuilco de Trujano,Vivienda en Espacio Edificable Rural o Urbano,Reparación total de vivienda,87,16800000.0
060,12,2019,Guerrero,Tetipac,Vivienda en Espacio Edificable Rural o Urbano,Reparación parcial de vivienda,40,2735000.0
060,12,2019,Guerrero,Tetipac,Vivienda en Espacio Edificable Rural o Urbano,Reparación total de vivienda,176,27023000.0
060,12,2019,Guerrero,Tetipac,Autoproducción,Ampliación de vivienda,15,462329.25
061,12,2019,Guerrero,Tixtla de Guerrero,Autoproducción,Autoproducción,1,74400.0
063,12,2019,Guerrero,Tlacoapa,Vivienda en Espacio Edificable Rural o Urbano,Reparación total de vivienda,15,2977665.0
064,12,2019,Guerrero,Tlalchapa,Autoproducción,Ampliación de vivienda,3,92465.85
066,12,2019,Guerrero,Tlapa de Comonfort,Vivienda en Espacio Edificable Rural o Urbano,Reparación parcial de vivienda,1,105000.0
066,12,2019,Guerrero,Tlapa de Comonfort,Vivienda en Espacio Edificable Rural o Urbano,Reparación total de vivienda,58,11820000.0
066,12,2019,Guerrero,Tlapa de Comonfort,Autoproducción,Autoproducción,5,369002.48
067,12,2019,Guerrero,Tlapehuala,Vivienda en Espacio Edificable Rural o Urbano,Ampliación de vivienda,15,450000.0
067,12,2019,Guerrero,Tlapehuala,Autoproducción,Ampliación de vivienda,18,554795.1
072,12,2019,Guerrero,Zapotitlán Tablas,Vivienda en Espacio Edificable Rural o Urbano,Ampliación de vivienda,4,120000.0
075,12,2019,Guerrero,Eduardo Neri,Vivienda en Espacio Edificable Rural o Urbano,Ampliación de vivienda,6,180000.0
075,12,2019,Guerrero,Eduardo Neri,Autoproducción,Autoproducción,2,148886.38
076,12,2019,Guerrero,Acatepec,Vivienda en Espacio Edificable Rural o Urbano,Reparación total de vivienda,157,31166227.0
078,12,2019,Guerrero,Cochoapa el Grande,Vivienda en Espacio Edificable Rural o Urbano,Ampliación de vivienda,4,120000.0
078,12,2019,Guerrero,Cochoapa el Grande,Vivienda en Espacio Edificable Rural o Urbano,Reparación total de vivienda,10,1985110.0
079,12,2019,Guerrero,José Joaquín de Herrera,Adquisición de Vivienda,Adquisición de vivienda nueva,38,3040000.0
000,13,2019,Hidalgo,No distribuido,Autoproducción,Rentas,167,2205852.33
001,13,2019,Hidalgo,Acatlán,Vivienda en Espacio Edificable Rural o Urbano,Ampliación de vivienda,3,90000.0
001,13,2019,Hidalgo,Acatlán,Autoproducción,Autoproducción,1,74486.38
002,13,2019,Hidalgo,Acaxochitlán,Autoproducción,Ampliación de vivienda,142,4372464.0
003,13,2019,Hidalgo,Actopan,Autoproducción,Autoproducción,1,74486.38
004,13,2019,Hidalgo,Agua Blanca de Iturbide,Vivienda en Espacio Edificable Rural o Urbano,Ampliación de vivienda,15,450000.0
006,13,2019,Hidalgo,Alfajayucan,Vivienda en Espacio Edificable Rural o Urbano,Ampliación de vivienda,3,90000.0
009,13,2019,Hidalgo,El Arenal,Vivienda en Espacio Edificable Rural o Urbano,Ampliación de vivienda,6,180000.0
009,13,2019,Hidalgo,El Arenal,Autoproducción,Autoproducción,1,74486.38
011,13,2019,Hidalgo,Atlapexco,Vivienda en Espacio Edificable Rural o Urbano,Ampliación de vivienda,6,180000.0
011,13,2019,Hidalgo,Atlapexco,Autoproducción,Ampliación de vivienda,23,708216.0
011,13,2019,Hidalgo,Atlapexco,Autoproducción,Mejoramiento,2,61643.9
013,13,2019,Hidalgo,Atotonilco de Tula,Autoproducción,Vivienda nueva,131,7293065.26
014,13,2019,Hidalgo,Calnali,Vivienda en Espacio Edificable Rural o Urbano,Ampliación de vivienda,33,990000.0
016,13,2019,Hidalgo,Cuautepec de Hinojosa,Autoproducción,Vivienda nueva,1,46232.92
017,13,2019,Hidalgo,Chapantongo,Vivienda en Espacio Edificable Rural o Urbano,Ampliación de vivienda,20,600000.0
019,13,2019,Hidalgo,Chilcuautla,Vivienda en Espacio Edificable Rural o Urbano,Ampliación de vivienda,21,630000.0
019,13,2019,Hidalgo,Chilcuautla,Autoproducción,Autoproducción,2,148972.76
021,13,2019,Hidalgo,Emiliano Zapata,Autoproducción,Autoproducción,2,148972.76
023,13,2019,Hidalgo,Francisco I. Madero,Autoproducción,Autoproducción,4,297945.52
025,13,2019,Hidalgo,Huautla,Autoproducción,Ampliación de vivienda,49,1508808.0
027,13,2019,Hidalgo,Huehuetla,Vivienda en Espacio Edificable Rural o Urbano,Ampliación de vivienda,29,870000.0
028,13,2019,Hidalgo,Huejutla de Reyes,Autoproducción,Mejoramiento,27,832192.65
029,13,2019,Hidalgo,Huichapan,Autoproducción,Rentas,1,13697.97
030,13,2019,Hidalgo,Ixmiquilpan,Autoproducción,Autoproducción,14,1042809.32
030,13,2019,Hidalgo,Ixmiquilpan,Autoproducción,Mejoramiento,1,30821.95
030,13,2019,Hidalgo,Ixmiquilpan,Autoproducción,Rentas,1,17600.0
032,13,2019,Hidalgo,Jaltocán,Vivienda en Espacio Edificable Rural o Urbano,Ampliación de vivienda,25,750000.0
032,13,2019,Hidalgo,Jaltocán,Autoproducción,Mejoramiento,4,123287.8
034,13,2019,Hidalgo,Lolotla,Vivienda en Espacio Edificable Rural o Urbano,Ampliación de vivienda,3,90000.0
035,13,2019,Hidalgo,Metepec,Vivienda en Espacio Edificable Rural o Urbano,Ampliación de vivienda,4,120000.0
037,13,2019,Hidalgo,Metztitlán,Autoproducción,Autoproducción,3,223459.14
041,13,2019,Hidalgo,Mixquiahuala de Juárez,Vivienda en Espacio Edificable Rural o Urbano,Ampliación de vivienda,2,60000.0
043,13,2019,Hidalgo,Nicolás Flores,Vivienda en Espacio Edificable Rural o Urbano,Ampliación de vivienda,3,90000.0
046,13,2019,Hidalgo,San Felipe Orizatlán,Vivienda en Espacio Edificable Rural o Urbano,Ampliación de vivienda,17,510000.0
046,13,2019,Hidalgo,San Felipe Orizatlán,Autoproducción,Ampliación de vivienda,19,585048.0
046,13,2019,Hidalgo,San Felipe Orizatlán,Autoproducción,Autoproducción,4,297945.52
046,13,2019,Hidalgo,San Felipe Orizatlán,Autoproducción,Mejoramiento,25,770548.75
048,13,2019,Hidalgo,Pachuca de Soto,Autoproducción,Mejoramiento,9,277397.55
048,13,2019,Hidalgo,Pachuca de Soto,Autoproducción,Rentas,1,15029.3
049,13,2019,Hidalgo,Pisaflores,Vivienda en Espacio Edificable Rural o Urbano,Ampliación de vivienda,7,210000.0
051,13,2019,Hidalgo,Mineral de la Reforma,Autoproducción,Autoproducción,6,446918.28
051,13,2019,Hidalgo,Mineral de la Reforma,Autoproducción,Vivienda nueva,99,4724601.69
052,13,2019,Hidalgo,San Agustín Tlaxiaca,Vivienda en Espacio Edificable Rural o Urbano,Ampliación de vivienda,44,1320000.0
053,13,2019,Hidalgo,San Bartolo Tutotepec,Vivienda en Espacio Edificable Rural o Urbano,Ampliación de vivienda,14,420000.0
053,13,2019,Hidalgo,San Bartolo Tutotepec,Autoproducción,Autoproducción,1,74486.38
053,13,2019,Hidalgo,San Bartolo Tutotepec,Autoproducción,Mejoramiento,1,30821.95
054,13,2019,Hidalgo,San Salvador,Vivienda en Espacio Edificable Rural o Urbano,Ampliación de vivienda,10,300000.0
055,13,2019,Hidalgo,Santiago de Anaya,Autoproducción,Autoproducción,1,74486.38
058,13,2019,Hidalgo,Tasquillo,Autoproducción,Autoproducción,25,1862159.5
058,13,2019,Hidalgo,Tasquillo,Autoproducción,Mejoramiento,2,61643.9
059,13,2019,Hidalgo,Tecozautla,Vivienda en Espacio Edificable Rural o Urbano,Ampliación de vivienda,5,150000.0
059,13,2019,Hidalgo,Tecozautla,Autoproducción,Autoproducción,27,2011132.26
060,13,2019,Hidalgo,Tenango de Doria,Vivienda en Espacio Edificable Rural o Urbano,Ampliación de vivienda,5,150000.0
060,13,2019,Hidalgo,Tenango de Doria,Autoproducción,Ampliación de vivienda,38,1170096.0
060,13,2019,Hidalgo,Tenango de Doria,Autoproducción,Mejoramiento,1,30821.95
061,13,2019,Hidalgo,Tepeapulco,Autoproducción,Autoproducción,1,74486.38
062,13,2019,Hidalgo,Tepehuacán de Guerrero,Vivienda en Espacio Edificable Rural o Urbano,Ampliación de vivienda,5,150000.0
063,13,2019,Hidalgo,Tepeji del Río de Ocampo,Autoproducción,Vivienda nueva,4,164732.37
064,13,2019,Hidalgo,Tepetitlán,Vivienda en Espacio Edificable Rural o Urbano,Ampliación de vivienda,2,60000.0
067,13,2019,Hidalgo,Tezontepec de Aldama,Vivienda en Espacio Edificable Rural o Urbano,Ampliación de vivienda,122,3660000.0
067,13,2019,Hidalgo,Tezontepec de Aldama,Autoproducción,Autoproducción,27,1998000.0
069,13,2019,Hidalgo,Tizayuca,Autoproducción,Rentas,1,14424.3
069,13,2019,Hidalgo,Tizayuca,Autoproducción,Vivienda nueva,76,3457127.98
071,13,2019,Hidalgo,Tlahuiltepa,Vivienda en Espacio Edificable Rural o Urbano,Ampliación de vivienda,22,660000.0
073,13,2019,Hidalgo,Tlanchinol,Autoproducción,Ampliación de vivienda,19,585048.0
074,13,2019,Hidalgo,Tlaxcoapan,Vivienda en Espacio Edificable Rural o Urbano,Ampliación de vivienda,12,360000.0
076,13,2019,Hidalgo,Tula de Allende,Vivienda en Espacio Edificable Rural o Urbano,Ampliación de vivienda,38,1140000.0
076,13,2019,Hidalgo,Tula de Allende,Autoproducción,Autoproducción,2,148000.0
077,13,2019,Hidalgo,Tulancingo de Bravo,Autoproducción,Rentas,1,13545.95
078,13,2019,Hidalgo,Xochiatipan,Autoproducción,Ampliación de vivienda,20,615840.0
080,13,2019,Hidalgo,Yahualica,Autoproducción,Ampliación de vivienda,30,923760.0
083,13,2019,Hidalgo,Zempoala,Autoproducción,Autoproducción,1,74486.38
084,13,2019,Hidalgo,Zimapán,Autoproducción,Autoproducción,3,223459.14
000,14,2019,Jalisco,No distribuido,Autoproducción,Rentas,42,474298.5
003,14,2019,Jalisco,Ahualulco de Mercado,Autoproducción,Autoproducción,1,74486.38
006,14,2019,Jalisco,Ameca,Autoproducción,Rentas,1,15029.3
013,14,2019,Jalisco,Atotonilco el Alto,Vivienda en Espacio Edificable Rural o Urbano,Ampliación de vivienda,33,990000.0
032,14,2019,Jalisco,Chiquilistlán,Autoproducción,Autoproducción,10,744863.8
032,14,2019,Jalisco,Chiquilistlán,Autoproducción,Mejoramiento,4,90400.0
035,14,2019,Jalisco,Encarnación de Díaz,Autoproducción,Vivienda nueva,1,77054.88
039,14,2019,Jalisco,Guadalajara,Autoproducción,Rentas,1,16667.64
044,14,2019,Jalisco,Ixtlahuacán de los Membrillos,Autoproducción,Vivienda nueva,22,1589082.16
050,14,2019,Jalisco,Jocotepec,Autoproducción,Vivienda nueva,3,146404.26
051,14,2019,Jalisco,Juanacatlán,Autoproducción,Vivienda nueva,1,31599.35
053,14,2019,Jalisco,Lagos de Moreno,Autoproducción,Vivienda nueva,7,373321.17
070,14,2019,Jalisco,El Salto,Autoproducción,Vivienda nueva,237,14141969.27
083,14,2019,Jalisco,Tala,Autoproducción,Ampliación de vivienda,4,118992.4
083,14,2019,Jalisco,Tala,Autoproducción,Mejoramiento,9,256692.36
083,14,2019,Jalisco,Tala,Autoproducción,Rentas,1,12893.54
097,14,2019,Jalisco,Tlajomulco de Zúñiga,Autoproducción,Vivienda nueva,125,7180169.19
098,14,2019,Jalisco,San Pedro Tlaquepaque,Autoproducción,Vivienda nueva,1,51369.92
101,14,2019,Jalisco,Tonalá,Autoproducción,Vivienda nueva,33,1559680.97
105,14,2019,Jalisco,Tototlán,Autoproducción,Autoproducción,1,74486.38
115,14,2019,Jalisco,Villa Guerrero,Autoproducción,Autoproducción,3,223459.14
120,14,2019,Jalisco,Zapopan,Autoproducción,Vivienda nueva,1,53938.41
121,14,2019,Jalisco,Zapotiltic,Autoproducción,Vivienda nueva,7,305916.21
124,14,2019,Jalisco,Zapotlanejo,Autoproducción,Vivienda nueva,1,61643.9
000,15,2019,México,No distribuido,Autoproducción,Rentas,1236,15298669.05
001,15,2019,México,Acambay de Ruíz Castañeda,Vivienda en Espacio Edificable Rural o Urbano,Ampliación de vivienda,2,60000.0
002,15,2019,México,Acolman,Vivienda en Espacio Edificable Rural o Urbano,Ampliación de vivienda,9,270000.0
003,15,2019,México,Aculco,Vivienda en Espacio Edificable Rural o Urbano,Ampliación de vivienda,4,120000.0
004,15,2019,México,Almoloya de Alquisiras,Autoproducción,Autoproducción,37,2755996.06
005,15,2019,México,Almoloya de Juárez,Vivienda en Espacio Edificable Rural o Urbano,Mejoramiento,1,80000.0
009,15,2019,México,Amecameca,Vivienda en Espacio Edificable Rural o Urbano,Reparación parcial de vivienda,1,60000.0
009,15,2019,México,Amecameca,Vivienda en Espacio Edificable Rural o Urbano,Reparación total de vivienda,33,4490000.0
011,15,2019,México,Atenco,Vivienda en Espacio Edificable Rural o Urbano,Ampliación de vivienda,24,720000.0
012,15,2019,México,Atizapán,Autoproducción,Rentas,3,42415.89
013,15,2019,México,Atizapán de Zaragoza,Autoproducción,Rentas,1,12893.43
014,15,2019,México,Atlacomulco,Vivienda en Espacio Edificable Rural o Urbano,Ampliación de vivienda,186,5580000.0
015,15,2019,México,Atlautla,Vivienda en Espacio Edificable Rural o Urbano,Reparación parcial de vivienda,67,3279000.0
015,15,2019,México,Atlautla,Vivienda en Espacio Edificable Rural o Urbano,Reparación total de vivienda,27,2880000.0
020,15,2019,México,Coacalco de Berriozábal,Autoproducción,Rentas,2,25787.08
023,15,2019,México,Coyotepec,Autoproducción,Rentas,1,13545.84
025,15,2019,México,Chalco,Autoproducción,Rentas,9,127396.06
026,15,2019,México,Chapa de Mota,Vivienda en Espacio Edificable Rural o Urbano,Ampliación de vivienda,4,120000.0
027,15,2019,México,Chapultepec,Autoproducción,Rentas,2,27398.8
028,15,2019,México,Chiautla,Vivienda en Espacio Edificable Rural o Urbano,Ampliación de vivienda,2,60000.0
029,15,2019,México,Chicoloapan,Autoproducción,Rentas,1,14505.26
031,15,2019,México,Chimalhuacán,Vivienda en Espacio Edificable Rural o Urbano,Ampliación de vivienda,41,1230000.0
031,15,2019,México,Chimalhuacán,Autoproducción,Rentas,4,56882.54
032,15,2019,México,Donato Guerra,Vivienda en Espacio Edificable Rural o Urbano,Ampliación de vivienda,46,1380000.0
033,15,2019,México,Ecatepec de Morelos,Vivienda en Espacio Edificable Rural o Urbano,Ampliación de vivienda,8,240000.0
033,15,2019,México,Ecatepec de Morelos,Autoproducción,Autoproducción,8,595891.04
033,15,2019,México,Ecatepec de Morelos,Autoproducción,Mejoramiento,3,88159.84
033,15,2019,México,Ecatepec de Morelos,Autoproducción,Rentas,3,37893.46
034,15,2019,México,Ecatzingo,Vivienda en Espacio Edificable Rural o Urbano,Reparación parcial de vivienda,341,31850000.0
034,15,2019,México,Ecatzingo,Vivienda en Espacio Edificable Rural o Urbano,Reparación total de vivienda,454,79310000.0
035,15,2019,México,Huehuetoca,Autoproducción,Vivienda nueva,162,8863099.32
037,15,2019,México,Huixquilucan,Autoproducción,Rentas,10,141232.06
