clave_municipio,clave_estado,ano,estado,municipio,sexo,grupo_edad,acciones,monto
106,15,2020,México,Toluca,Hombre,30 a 59,5,60000.0
109,15,2019,México,Tultitlán,Hombre,30 a 59,3,36000.0
109,15,2020,México,Tultitlán,Mujer,29 o menos,1,12000.0
109,15,2019,México,Tultitlán,Mujer,30 a 59,5,60000.0
109,15,2019,México,Tultitlán,Hombre,60 o más,2,24000.0
109,15,2020,México,Tultitlán,Hombre,30 a 59,2,24000.0
109,15,2020,México,Tultitlán,Mujer,30 a 59,1,12000.0
118,15,2019,México,Zinacantepec,Mujer,30 a 59,6,72000.0
118,15,2019,México,Zinacantepec,Mujer,60 o más,8,96000.0
118,15,2019,México,Zinacantepec,Hombre,60 o más,6,72000.0
118,15,2019,México,Zinacantepec,Hombre,30 a 59,7,84000.0
121,15,2019,México,Cuautitlán Izcalli,Hombre,60 o más,3,36000.0
121,15,2019,México,Cuautitlán Izcalli,Hombre,30 a 59,7,84000.0
121,15,2019,México,Cuautitlán Izcalli,Mujer,60 o más,4,48000.0
121,15,2019,México,Cuautitlán Izcalli,Mujer,30 a 59,5,60000.0
003,16,2019,Michoacán de Ocampo,Álvaro Obregón,Mujer,30 a 59,42,504000.0
003,16,2019,Michoacán de Ocampo,Álvaro Obregón,Mujer,29 o menos,8,96000.0
003,16,2019,Michoacán de Ocampo,Álvaro Obregón,Hombre,60 o más,11,132000.0
003,16,2020,Michoacán de Ocampo,Álvaro Obregón,Hombre,30 a 59,1,12000.0
003,16,2019,Michoacán de Ocampo,Álvaro Obregón,Hombre,30 a 59,48,576000.0
003,16,2019,Michoacán de Ocampo,Álvaro Obregón,Mujer,60 o más,9,108000.0
003,16,2019,Michoacán de Ocampo,Álvaro Obregón,Hombre,29 o menos,4,48000.0
006,16,2019,Michoacán de Ocampo,Apatzingán,Mujer,30 a 59,7,84000.0
006,16,2020,Michoacán de Ocampo,Apatzingán,Hombre,30 a 59,1,12000.0
006,16,2019,Michoacán de Ocampo,Apatzingán,Hombre,30 a 59,5,60000.0
006,16,2019,Michoacán de Ocampo,Apatzingán,Hombre,60 o más,2,24000.0
006,16,2019,Michoacán de Ocampo,Apatzingán,Mujer,60 o más,2,24000.0
011,16,2019,Michoacán de Ocampo,Briseñas,Hombre,29 o menos,1,12000.0
011,16,2019,Michoacán de Ocampo,Briseñas,Mujer,30 a 59,1,12000.0
011,16,2019,Michoacán de Ocampo,Briseñas,Hombre,30 a 59,2,24000.0
033,16,2020,Michoacán de Ocampo,Gabriel Zamora,Hombre,60 o más,10,120000.0
033,16,2020,Michoacán de Ocampo,Gabriel Zamora,Hombre,30 a 59,21,252000.0
033,16,2020,Michoacán de Ocampo,Gabriel Zamora,Hombre,29 o menos,7,84000.0
033,16,2019,Michoacán de Ocampo,Gabriel Zamora,Hombre,60 o más,4,48000.0
033,16,2019,Michoacán de Ocampo,Gabriel Zamora,Mujer,29 o menos,1,12000.0
033,16,2019,Michoacán de Ocampo,Gabriel Zamora,Mujer,30 a 59,6,68912.0
033,16,2019,Michoacán de Ocampo,Gabriel Zamora,Mujer,60 o más,2,24000.0
033,16,2019,Michoacán de Ocampo,Gabriel Zamora,Hombre,30 a 59,3,36000.0
033,16,2020,Michoacán de Ocampo,Gabriel Zamora,Mujer,29 o menos,4,48000.0
033,16,2020,Michoacán de Ocampo,Gabriel Zamora,Mujer,30 a 59,43,516000.0
033,16,2020,Michoacán de Ocampo,Gabriel Zamora,Mujer,60 o más,6,72000.0
050,16,2019,Michoacán de Ocampo,Maravatío,Hombre,29 o menos,1,12000.0
050,16,2019,Michoacán de Ocampo,Maravatío,Hombre,60 o más,1,12000.0
050,16,2019,Michoacán de Ocampo,Maravatío,Hombre,30 a 59,4,48000.0
050,16,2019,Michoacán de Ocampo,Maravatío,Mujer,29 o menos,1,12000.0
050,16,2020,Michoacán de Ocampo,Maravatío,Mujer,60 o más,46,552000.0
050,16,2020,Michoacán de Ocampo,Maravatío,Hombre,30 a 59,126,1512000.0
050,16,2019,Michoacán de Ocampo,Maravatío,Mujer,30 a 59,5,60000.0
050,16,2020,Michoacán de Ocampo,Maravatío,Hombre,60 o más,31,372000.0
050,16,2020,Michoacán de Ocampo,Maravatío,Hombre,29 o menos,21,252000.0
050,16,2020,Michoacán de Ocampo,Maravatío,Mujer,29 o menos,13,156000.0
050,16,2020,Michoacán de Ocampo,Maravatío,Mujer,30 a 59,121,1452000.0
050,16,2019,Michoacán de Ocampo,Maravatío,Mujer,60 o más,2,24000.0
052,16,2019,Michoacán de Ocampo,Lázaro Cárdenas,Hombre,29 o menos,1,12000.0
052,16,2019,Michoacán de Ocampo,Lázaro Cárdenas,Mujer,30 a 59,22,264000.0
052,16,2019,Michoacán de Ocampo,Lázaro Cárdenas,Mujer,60 o más,3,36000.0
052,16,2019,Michoacán de Ocampo,Lázaro Cárdenas,Mujer,29 o menos,5,60000.0
052,16,2020,Michoacán de Ocampo,Lázaro Cárdenas,Hombre,30 a 59,4,48000.0
052,16,2019,Michoacán de Ocampo,Lázaro Cárdenas,Hombre,30 a 59,17,204000.0
052,16,2019,Michoacán de Ocampo,Lázaro Cárdenas,Hombre,60 o más,1,12000.0
052,16,2020,Michoacán de Ocampo,Lázaro Cárdenas,Mujer,30 a 59,7,84000.0
053,16,2019,Michoacán de Ocampo,Morelia,Mujer,30 a 59,22,260262.0
053,16,2020,Michoacán de Ocampo,Morelia,Hombre,29 o menos,5,60000.0
053,16,2020,Michoacán de Ocampo,Morelia,Hombre,30 a 59,44,528000.0
053,16,2020,Michoacán de Ocampo,Morelia,Mujer,30 a 59,60,720000.0
053,16,2019,Michoacán de Ocampo,Morelia,Hombre,30 a 59,9,108000.0
053,16,2020,Michoacán de Ocampo,Morelia,Hombre,60 o más,10,120000.0
053,16,2019,Michoacán de Ocampo,Morelia,Mujer,29 o menos,5,60000.0
053,16,2019,Michoacán de Ocampo,Morelia,Hombre,29 o menos,4,44030.0
053,16,2019,Michoacán de Ocampo,Morelia,Hombre,60 o más,11,132000.0
053,16,2019,Michoacán de Ocampo,Morelia,Mujer,60 o más,6,70126.0
053,16,2020,Michoacán de Ocampo,Morelia,Mujer,29 o menos,9,108000.0
053,16,2020,Michoacán de Ocampo,Morelia,Mujer,60 o más,12,144000.0
054,16,2019,Michoacán de Ocampo,Morelos,Mujer,30 a 59,25,300000.0
054,16,2020,Michoacán de Ocampo,Morelos,Hombre,30 a 59,16,192000.0
054,16,2020,Michoacán de Ocampo,Morelos,Mujer,30 a 59,9,108000.0
054,16,2020,Michoacán de Ocampo,Morelos,Hombre,60 o más,7,84000.0
054,16,2020,Michoacán de Ocampo,Morelos,Mujer,60 o más,4,48000.0
054,16,2019,Michoacán de Ocampo,Morelos,Mujer,60 o más,8,96000.0
054,16,2019,Michoacán de Ocampo,Morelos,Hombre,60 o más,9,108000.0
054,16,2019,Michoacán de Ocampo,Morelos,Hombre,30 a 59,46,552000.0
054,16,2019,Michoacán de Ocampo,Morelos,Hombre,29 o menos,4,48000.0
054,16,2020,Michoacán de Ocampo,Morelos,Hombre,29 o menos,1,12000.0
054,16,2020,Michoacán de Ocampo,Morelos,Mujer,29 o menos,2,24000.0
054,16,2019,Michoacán de Ocampo,Morelos,Mujer,29 o menos,4,48000.0
055,16,2020,Michoacán de Ocampo,Múgica,Mujer,30 a 59,15,180000.0
055,16,2020,Michoacán de Ocampo,Múgica,Mujer,29 o menos,1,12000.0
055,16,2019,Michoacán de Ocampo,Múgica,Mujer,30 a 59,62,744000.0
055,16,2019,Michoacán de Ocampo,Múgica,Mujer,60 o más,16,192000.0
055,16,2019,Michoacán de Ocampo,Múgica,Hombre,30 a 59,38,456000.0
055,16,2019,Michoacán de Ocampo,Múgica,Hombre,29 o menos,6,72000.0
055,16,2020,Michoacán de Ocampo,Múgica,Mujer,60 o más,7,84000.0
055,16,2019,Michoacán de Ocampo,Múgica,Hombre,60 o más,10,120000.0
055,16,2020,Michoacán de Ocampo,Múgica,Hombre,60 o más,5,60000.0
055,16,2020,Michoacán de Ocampo,Múgica,Hombre,30 a 59,12,144000.0
055,16,2019,Michoacán de Ocampo,Múgica,Mujer,29 o menos,6,72000.0
055,16,2020,Michoacán de Ocampo,Múgica,Hombre,29 o menos,1,12000.0
058,16,2020,Michoacán de Ocampo,Nuevo Parangaricutiro,Mujer,30 a 59,1,12000.0
062,16,2020,Michoacán de Ocampo,Pajacuarán,Hombre,60 o más,1,12000.0
062,16,2020,Michoacán de Ocampo,Pajacuarán,Mujer,29 o menos,1,12000.0
062,16,2019,Michoacán de Ocampo,Pajacuarán,Hombre,30 a 59,11,132000.0
062,16,2019,Michoacán de Ocampo,Pajacuarán,Hombre,60 o más,8,96000.0
062,16,2019,Michoacán de Ocampo,Pajacuarán,Mujer,30 a 59,5,60000.0
062,16,2020,Michoacán de Ocampo,Pajacuarán,Hombre,30 a 59,1,12000.0
066,16,2019,Michoacán de Ocampo,Pátzcuaro,Mujer,60 o más,1,12000.0
066,16,2019,Michoacán de Ocampo,Pátzcuaro,Mujer,29 o menos,4,48000.0
066,16,2019,Michoacán de Ocampo,Pátzcuaro,Hombre,30 a 59,13,156000.0
066,16,2019,Michoacán de Ocampo,Pátzcuaro,Mujer,30 a 59,12,144000.0
066,16,2019,Michoacán de Ocampo,Pátzcuaro,Hombre,29 o menos,2,24000.0
066,16,2019,Michoacán de Ocampo,Pátzcuaro,Hombre,60 o más,2,24000.0
069,16,2020,Michoacán de Ocampo,La Piedad,Hombre,30 a 59,4,48000.0
069,16,2020,Michoacán de Ocampo,La Piedad,Hombre,29 o menos,1,12000.0
069,16,2020,Michoacán de Ocampo,La Piedad,Mujer,30 a 59,5,60000.0
076,16,2020,Michoacán de Ocampo,Sahuayo,Mujer,29 o menos,1,12000.0
076,16,2019,Michoacán de Ocampo,Sahuayo,Hombre,60 o más,12,144000.0
076,16,2020,Michoacán de Ocampo,Sahuayo,Hombre,29 o menos,2,24000.0
076,16,2019,Michoacán de Ocampo,Sahuayo,Hombre,29 o menos,6,72000.0
076,16,2019,Michoacán de Ocampo,Sahuayo,Hombre,30 a 59,42,504000.0
076,16,2019,Michoacán de Ocampo,Sahuayo,Mujer,30 a 59,43,516000.0
076,16,2020,Michoacán de Ocampo,Sahuayo,Hombre,60 o más,2,24000.0
076,16,2019,Michoacán de Ocampo,Sahuayo,Mujer,60 o más,7,84000.0
076,16,2020,Michoacán de Ocampo,Sahuayo,Mujer,60 o más,2,24000.0
076,16,2020,Michoacán de Ocampo,Sahuayo,Mujer,30 a 59,15,180000.0
076,16,2019,Michoacán de Ocampo,Sahuayo,Mujer,29 o menos,5,60000.0
076,16,2020,Michoacán de Ocampo,Sahuayo,Hombre,30 a 59,16,192000.0
084,16,2020,Michoacán de Ocampo,Tangamandapio,Mujer,30 a 59,1,12000.0
084,16,2019,Michoacán de Ocampo,Tangamandapio,Mujer,60 o más,7,84000.0
084,16,2019,Michoacán de Ocampo,Tangamandapio,Hombre,29 o menos,1,12000.0
084,16,2020,Michoacán de Ocampo,Tangamandapio,Hombre,30 a 59,1,12000.0
084,16,2019,Michoacán de Ocampo,Tangamandapio,Hombre,30 a 59,12,144000.0
084,16,2019,Michoacán de Ocampo,Tangamandapio,Mujer,30 a 59,7,84000.0
084,16,2020,Michoacán de Ocampo,Tangamandapio,Mujer,60 o más,2,24000.0
084,16,2020,Michoacán de Ocampo,Tangamandapio,Hombre,60 o más,2,24000.0
084,16,2019,Michoacán de Ocampo,Tangamandapio,Hombre,60 o más,3,36000.0
102,16,2020,Michoacán de Ocampo,Uruapan,Hombre,29 o menos,2,24000.0
102,16,2019,Michoacán de Ocampo,Uruapan,Hombre,29 o menos,2,24000.0
102,16,2019,Michoacán de Ocampo,Uruapan,Hombre,30 a 59,3,36000.0
102,16,2019,Michoacán de Ocampo,Uruapan,Mujer,60 o más,2,24000.0
102,16,2020,Michoacán de Ocampo,Uruapan,Hombre,60 o más,3,36000.0
102,16,2019,Michoacán de Ocampo,Uruapan,Hombre,60 o más,1,12000.0
102,16,2019,Michoacán de Ocampo,Uruapan,Mujer,30 a 59,2,24000.0
102,16,2020,Michoacán de Ocampo,Uruapan,Mujer,60 o más,1,12000.0
102,16,2020,Michoacán de Ocampo,Uruapan,Hombre,30 a 59,3,36000.0
102,16,2020,Michoacán de Ocampo,Uruapan,Mujer,30 a 59,4,48000.0
105,16,2019,Michoacán de Ocampo,Vista Hermosa,Hombre,30 a 59,13,139931.0
105,16,2019,Michoacán de Ocampo,Vista Hermosa,Hombre,29 o menos,1,12000.0
105,16,2019,Michoacán de Ocampo,Vista Hermosa,Mujer,60 o más,3,32918.0
105,16,2019,Michoacán de Ocampo,Vista Hermosa,Mujer,29 o menos,1,6598.0
105,16,2019,Michoacán de Ocampo,Vista Hermosa,Hombre,60 o más,8,85171.0
105,16,2019,Michoacán de Ocampo,Vista Hermosa,Mujer,30 a 59,9,91768.0
106,16,2020,Michoacán de Ocampo,Yurécuaro,Mujer,29 o menos,2,24000.0
106,16,2019,Michoacán de Ocampo,Yurécuaro,Hombre,60 o más,3,36000.0
106,16,2019,Michoacán de Ocampo,Yurécuaro,Mujer,60 o más,4,48000.0
106,16,2019,Michoacán de Ocampo,Yurécuaro,Hombre,29 o menos,6,69614.0
106,16,2019,Michoacán de Ocampo,Yurécuaro,Hombre,30 a 59,19,228000.0
106,16,2019,Michoacán de Ocampo,Yurécuaro,Mujer,29 o menos,3,36000.0
106,16,2019,Michoacán de Ocampo,Yurécuaro,Mujer,30 a 59,10,120000.0
106,16,2020,Michoacán de Ocampo,Yurécuaro,Hombre,30 a 59,13,156000.0
106,16,2020,Michoacán de Ocampo,Yurécuaro,Hombre,29 o menos,1,12000.0
106,16,2020,Michoacán de Ocampo,Yurécuaro,Hombre,60 o más,1,12000.0
106,16,2020,Michoacán de Ocampo,Yurécuaro,Mujer,30 a 59,10,120000.0
108,16,2019,Michoacán de Ocampo,Zamora,Hombre,30 a 59,29,348000.0
108,16,2019,Michoacán de Ocampo,Zamora,Mujer,60 o más,13,156000.0
108,16,2020,Michoacán de Ocampo,Zamora,Hombre,30 a 59,21,252000.0
108,16,2020,Michoacán de Ocampo,Zamora,Mujer,60 o más,9,108000.0
108,16,2020,Michoacán de Ocampo,Zamora,Mujer,30 a 59,26,312000.0
108,16,2020,Michoacán de Ocampo,Zamora,Hombre,29 o menos,6,72000.0
108,16,2020,Michoacán de Ocampo,Zamora,Hombre,60 o más,10,120000.0
108,16,2019,Michoacán de Ocampo,Zamora,Hombre,60 o más,7,84000.0
108,16,2019,Michoacán de Ocampo,Zamora,Hombre,29 o menos,10,120000.0
108,16,2019,Michoacán de Ocampo,Zamora,Mujer,30 a 59,49,588000.0
108,16,2020,Michoacán de Ocampo,Zamora,Mujer,29 o menos,10,120000.0
108,16,2019,Michoacán de Ocampo,Zamora,Mujer,29 o menos,20,240000.0
006,17,2020,Morelos,Cuautla,Hombre,60 o más,5,60000.0
006,17,2020,Morelos,Cuautla,Mujer,60 o más,6,72000.0
006,17,2020,Morelos,Cuautla,Mujer,30 a 59,10,120000.0
006,17,2020,Morelos,Cuautla,Hombre,30 a 59,5,60000.0
008,17,2020,Morelos,Emiliano Zapata,Mujer,30 a 59,3,36000.0
011,17,2020,Morelos,Jiutepec,Mujer,30 a 59,31,372000.0
011,17,2020,Morelos,Jiutepec,Hombre,60 o más,23,276000.0
011,17,2020,Morelos,Jiutepec,Mujer,60 o más,16,192000.0
011,17,2020,Morelos,Jiutepec,Mujer,29 o menos,1,12000.0
011,17,2020,Morelos,Jiutepec,Hombre,30 a 59,30,360000.0
018,17,2020,Morelos,Temixco,Mujer,29 o menos,2,24000.0
018,17,2020,Morelos,Temixco,Hombre,60 o más,15,180000.0
018,17,2020,Morelos,Temixco,Mujer,60 o más,6,72000.0
018,17,2020,Morelos,Temixco,Hombre,30 a 59,21,252000.0
018,17,2020,Morelos,Temixco,Mujer,30 a 59,17,204000.0
029,17,2020,Morelos,Yautepec,Mujer,30 a 59,1,12000.0
030,17,2020,Morelos,Yecapixtla,Mujer,29 o menos,7,84000.0
030,17,2020,Morelos,Yecapixtla,Hombre,60 o más,38,456000.0
030,17,2020,Morelos,Yecapixtla,Mujer,60 o más,24,288000.0
030,17,2020,Morelos,Yecapixtla,Hombre,30 a 59,39,468000.0
030,17,2020,Morelos,Yecapixtla,Hombre,29 o menos,4,48000.0
030,17,2020,Morelos,Yecapixtla,Mujer,30 a 59,45,540000.0
008,18,2020,Nayarit,Xalisco,Mujer,29 o menos,1,12000.0
008,18,2020,Nayarit,Xalisco,Mujer,30 a 59,1,12000.0
008,18,2019,Nayarit,Xalisco,Hombre,30 a 59,2,24000.0
008,18,2019,Nayarit,Xalisco,Mujer,30 a 59,4,48000.0
017,18,2019,Nayarit,Tepic,Hombre,30 a 59,20,240000.0
017,18,2019,Nayarit,Tepic,Mujer,29 o menos,1,12000.0
017,18,2019,Nayarit,Tepic,Mujer,60 o más,13,156000.0
017,18,2019,Nayarit,Tepic,Mujer,30 a 59,36,432000.0
017,18,2020,Nayarit,Tepic,Hombre,29 o menos,2,24000.0
017,18,2019,Nayarit,Tepic,Hombre,60 o más,11,132000.0
017,18,2020,Nayarit,Tepic,Mujer,60 o más,3,36000.0
017,18,2020,Nayarit,Tepic,Mujer,30 a 59,4,48000.0
017,18,2019,Nayarit,Tepic,Hombre,29 o menos,2,24000.0
017,18,2020,Nayarit,Tepic,Mujer,29 o menos,2,24000.0
017,18,2020,Nayarit,Tepic,Hombre,30 a 59,9,108000.0
017,18,2020,Nayarit,Tepic,Hombre,60 o más,2,24000.0
041,19,2020,Nuevo León,Pesquería,Mujer,60 o más,2,24000.0
041,19,2020,Nuevo León,Pesquería,Hombre,29 o menos,1,12000.0
041,19,2020,Nuevo León,Pesquería,Hombre,30 a 59,3,36000.0
041,19,2020,Nuevo León,Pesquería,Mujer,30 a 59,2,24000.0
041,19,2019,Nuevo León,Pesquería,Hombre,29 o menos,1,12000.0
041,19,2019,Nuevo León,Pesquería,Hombre,30 a 59,12,144000.0
041,19,2019,Nuevo León,Pesquería,Mujer,30 a 59,14,168000.0
041,19,2019,Nuevo León,Pesquería,Mujer,29 o menos,1,12000.0
041,19,2020,Nuevo León,Pesquería,Mujer,29 o menos,3,36000.0
041,19,2020,Nuevo León,Pesquería,Hombre,60 o más,1,12000.0
041,19,2019,Nuevo León,Pesquería,Hombre,60 o más,1,12000.0
041,19,2019,Nuevo León,Pesquería,Mujer,60 o más,1,12000.0
044,20,2020,Oaxaca,Loma Bonita,Mujer,60 o más,3,36000.0
044,20,2020,Oaxaca,Loma Bonita,Mujer,30 a 59,1,12000.0
044,20,2020,Oaxaca,Loma Bonita,Hombre,30 a 59,3,36000.0
385,20,2019,Oaxaca,Santa Cruz Xoxocotlán,Mujer,29 o menos,2,24000.0
385,20,2019,Oaxaca,Santa Cruz Xoxocotlán,Mujer,30 a 59,7,84000.0
385,20,2019,Oaxaca,Santa Cruz Xoxocotlán,Mujer,60 o más,2,24000.0
385,20,2019,Oaxaca,Santa Cruz Xoxocotlán,Hombre,30 a 59,6,72000.0
015,21,2020,Puebla,Amozoc,Mujer,30 a 59,12,144000.0
015,21,2020,Puebla,Amozoc,Hombre,60 o más,4,48000.0
015,21,2019,Puebla,Amozoc,Mujer,60 o más,11,132000.0
015,21,2019,Puebla,Amozoc,Hombre,60 o más,22,264000.0
015,21,2019,Puebla,Amozoc,Hombre,29 o menos,5,60000.0
015,21,2019,Puebla,Amozoc,Mujer,29 o menos,6,72000.0
015,21,2019,Puebla,Amozoc,Hombre,30 a 59,46,552000.0
015,21,2020,Puebla,Amozoc,Mujer,29 o menos,1,12000.0
015,21,2020,Puebla,Amozoc,Hombre,30 a 59,10,120000.0
015,21,2019,Puebla,Amozoc,Mujer,30 a 59,54,648000.0
114,21,2020,Puebla,Puebla,Hombre,60 o más,29,348000.0
114,21,2020,Puebla,Puebla,Mujer,29 o menos,28,336000.0
114,21,2019,Puebla,Puebla,Mujer,30 a 59,289,3468000.0
114,21,2020,Puebla,Puebla,Mujer,30 a 59,235,2820000.0
114,21,2020,Puebla,Puebla,Hombre,29 o menos,33,396000.0
114,21,2020,Puebla,Puebla,Hombre,30 a 59,184,2208000.0
114,21,2019,Puebla,Puebla,Hombre,60 o más,41,492000.0
114,21,2019,Puebla,Puebla,Hombre,30 a 59,233,2796000.0
114,21,2019,Puebla,Puebla,Hombre,29 o menos,32,384000.0
114,21,2020,Puebla,Puebla,Mujer,60 o más,51,612000.0
114,21,2019,Puebla,Puebla,Mujer,29 o menos,29,348000.0
114,21,2019,Puebla,Puebla,Mujer,60 o más,45,540000.0
006,23,2020,Quintana Roo,José María Morelos,Mujer,29 o menos,4,48000.0
006,23,2020,Quintana Roo,José María Morelos,Hombre,30 a 59,18,216000.0
006,23,2020,Quintana Roo,José María Morelos,Hombre,60 o más,5,60000.0
006,23,2020,Quintana Roo,José María Morelos,Mujer,60 o más,2,24000.0
006,23,2020,Quintana Roo,José María Morelos,Hombre,29 o menos,9,108000.0
006,23,2020,Quintana Roo,José María Morelos,Mujer,30 a 59,19,228000.0
008,23,2020,Quintana Roo,Solidaridad,Mujer,60 o más,16,192000.0
008,23,2020,Quintana Roo,Solidaridad,Hombre,29 o menos,7,84000.0
008,23,2020,Quintana Roo,Solidaridad,Hombre,30 a 59,91,1092000.0
008,23,2020,Quintana Roo,Solidaridad,Hombre,60 o más,18,216000.0
008,23,2020,Quintana Roo,Solidaridad,Mujer,29 o menos,3,36000.0
008,23,2020,Quintana Roo,Solidaridad,Mujer,30 a 59,44,528000.0
011,24,2019,San Luis Potosí,Ciudad Fernández,Mujer,60 o más,2,21139.0
011,24,2019,San Luis Potosí,Ciudad Fernández,Hombre,30 a 59,5,54147.0
011,24,2020,San Luis Potosí,Ciudad Fernández,Hombre,60 o más,1,12000.0
011,24,2019,San Luis Potosí,Ciudad Fernández,Hombre,60 o más,1,12000.0
013,24,2020,San Luis Potosí,Ciudad Valles,Hombre,29 o menos,1,9985.0
016,24,2020,San Luis Potosí,Ebano,Hombre,60 o más,1,8740.0
016,24,2020,San Luis Potosí,Ebano,Mujer,30 a 59,2,18251.0
016,24,2020,San Luis Potosí,Ebano,Hombre,30 a 59,2,17304.0
028,24,2019,San Luis Potosí,San Luis Potosí,Hombre,30 a 59,23,276000.0
028,24,2019,San Luis Potosí,San Luis Potosí,Mujer,30 a 59,25,300000.0
028,24,2019,San Luis Potosí,San Luis Potosí,Hombre,29 o menos,2,24000.0
028,24,2019,San Luis Potosí,San Luis Potosí,Mujer,60 o más,3,36000.0
028,24,2019,San Luis Potosí,San Luis Potosí,Mujer,29 o menos,9,108000.0
028,24,2019,San Luis Potosí,San Luis Potosí,Hombre,60 o más,4,48000.0
028,24,2020,San Luis Potosí,San Luis Potosí,Mujer,30 a 59,1,12000.0
035,24,2019,San Luis Potosí,Soledad de Graciano Sánchez,Mujer,30 a 59,4,48000.0
035,24,2020,San Luis Potosí,Soledad de Graciano Sánchez,Hombre,60 o más,1,12000.0
035,24,2019,San Luis Potosí,Soledad de Graciano Sánchez,Hombre,60 o más,2,24000.0
035,24,2020,San Luis Potosí,Soledad de Graciano Sánchez,Mujer,60 o más,1,12000.0
035,24,2020,San Luis Potosí,Soledad de Graciano Sánchez,Mujer,29 o menos,2,24000.0
035,24,2020,San Luis Potosí,Soledad de Graciano Sánchez,Mujer,30 a 59,5,60000.0
035,24,2019,San Luis Potosí,Soledad de Graciano Sánchez,Hombre,29 o menos,2,24000.0
035,24,2019,San Luis Potosí,Soledad de Graciano Sánchez,Mujer,60 o más,4,48000.0
035,24,2020,San Luis Potosí,Soledad de Graciano Sánchez,Hombre,29 o menos,1,12000.0
035,24,2019,San Luis Potosí,Soledad de Graciano Sánchez,Hombre,30 a 59,3,36000.0
035,24,2020,San Luis Potosí,Soledad de Graciano Sánchez,Hombre,30 a 59,2,24000.0
001,25,2019,Sinaloa,Ahome,Hombre,30 a 59,13,156000.0
001,25,2020,Sinaloa,Ahome,Mujer,29 o menos,8,96000.0
001,25,2019,Sinaloa,Ahome,Mujer,29 o menos,1,12000.0
001,25,2019,Sinaloa,Ahome,Mujer,60 o más,4,48000.0
001,25,2020,Sinaloa,Ahome,Hombre,30 a 59,42,504000.0
001,25,2020,Sinaloa,Ahome,Hombre,60 o más,18,216000.0
001,25,2019,Sinaloa,Ahome,Hombre,60 o más,3,36000.0
001,25,2019,Sinaloa,Ahome,Mujer,30 a 59,6,72000.0
001,25,2020,Sinaloa,Ahome,Hombre,29 o menos,5,60000.0
001,25,2020,Sinaloa,Ahome,Mujer,30 a 59,57,684000.0
001,25,2020,Sinaloa,Ahome,Mujer,60 o más,16,192000.0
002,25,2019,Sinaloa,Angostura,Mujer,30 a 59,4,48000.0
002,25,2019,Sinaloa,Angostura,Mujer,29 o menos,1,12000.0
002,25,2019,Sinaloa,Angostura,Hombre,30 a 59,2,24000.0
003,25,2019,Sinaloa,Badiraguato,Hombre,29 o menos,1,12000.0
003,25,2019,Sinaloa,Badiraguato,Mujer,30 a 59,1,12000.0
003,25,2020,Sinaloa,Badiraguato,Mujer,60 o más,1,12000.0
004,25,2019,Sinaloa,Concordia,Mujer,60 o más,13,156000.0
004,25,2019,Sinaloa,Concordia,Mujer,30 a 59,64,768000.0
004,25,2019,Sinaloa,Concordia,Hombre,30 a 59,53,636000.0
004,25,2019,Sinaloa,Concordia,Hombre,60 o más,26,312000.0
004,25,2019,Sinaloa,Concordia,Mujer,29 o menos,12,144000.0
004,25,2019,Sinaloa,Concordia,Hombre,29 o menos,5,60000.0
006,25,2020,Sinaloa,Culiacán,Mujer,30 a 59,22,264000.0
006,25,2019,Sinaloa,Culiacán,Mujer,29 o menos,30,360000.0
006,25,2019,Sinaloa,Culiacán,Mujer,30 a 59,131,1572000.0
006,25,2019,Sinaloa,Culiacán,Mujer,60 o más,21,252000.0
006,25,2020,Sinaloa,Culiacán,Mujer,29 o menos,2,24000.0
006,25,2019,Sinaloa,Culiacán,Hombre,30 a 59,87,1040777.0
006,25,2019,Sinaloa,Culiacán,Hombre,29 o menos,20,240000.0
006,25,2019,Sinaloa,Culiacán,Hombre,60 o más,23,276000.0
006,25,2020,Sinaloa,Culiacán,Hombre,29 o menos,3,36000.0
006,25,2020,Sinaloa,Culiacán,Hombre,60 o más,3,36000.0
006,25,2020,Sinaloa,Culiacán,Hombre,30 a 59,13,156000.0
006,25,2020,Sinaloa,Culiacán,Mujer,60 o más,3,36000.0
008,25,2019,Sinaloa,Elota,Mujer,29 o menos,1,12000.0
008,25,2019,Sinaloa,Elota,Hombre,30 a 59,3,36000.0
008,25,2019,Sinaloa,Elota,Hombre,29 o menos,1,12000.0
008,25,2019,Sinaloa,Elota,Mujer,60 o más,3,36000.0
008,25,2019,Sinaloa,Elota,Hombre,60 o más,3,36000.0
009,25,2020,Sinaloa,Escuinapa,Hombre,29 o menos,5,60000.0
009,25,2019,Sinaloa,Escuinapa,Mujer,30 a 59,275,3300000.0
009,25,2020,Sinaloa,Escuinapa,Hombre,30 a 59,21,252000.0
009,25,2020,Sinaloa,Escuinapa,Mujer,30 a 59,24,288000.0
009,25,2019,Sinaloa,Escuinapa,Hombre,60 o más,106,1272000.0
009,25,2020,Sinaloa,Escuinapa,Hombre,60 o más,7,84000.0
009,25,2019,Sinaloa,Escuinapa,Mujer,29 o menos,40,480000.0
009,25,2020,Sinaloa,Escuinapa,Mujer,60 o más,12,144000.0
009,25,2020,Sinaloa,Escuinapa,Mujer,29 o menos,7,84000.0
009,25,2019,Sinaloa,Escuinapa,Hombre,29 o menos,35,420000.0
009,25,2019,Sinaloa,Escuinapa,Hombre,30 a 59,207,2484000.0
