linea_credito,clave_municipio,clave_estado,ano,estado,municipio,modalidad,acciones,monto
Linea II,096,31,2019,Yucatán,Tizimín,Nueva,1,250154.3051504
Linea II,096,31,2019,Yucatán,Tizimín,Existente,71,25563452.1535008
Linea IV,096,31,2019,Yucatán,Tizimín,Ampliación y rehabilitación,45,0.0
Linea II,097,31,2019,Yucatán,Tunkás,Existente,1,658686.3482912
Linea IV,097,31,2019,Yucatán,Tunkás,Ampliación y rehabilitación,3,0.0
Linea IV,098,31,2019,Yucatán,Tzucacab,Ampliación y rehabilitación,13,0.0
Linea IV,099,31,2019,Yucatán,Uayma,Ampliación y rehabilitación,2,0.0
Linea II,100,31,2019,Yucatán,Ucú,Existente,1,328569.9210848
Linea IV,100,31,2019,Yucatán,Ucú,Ampliación y rehabilitación,18,0.0
Linea II,101,31,2019,Yucatán,Umán,Nueva,696,244123495.0179376
Linea II,101,31,2019,Yucatán,Umán,Existente,132,46711191.4423392
Linea III,101,31,2019,Yucatán,Umán,Con disponibilidad de terreno,3,1008842.3124048
Linea IV,101,31,2019,Yucatán,Umán,Ampliación y rehabilitación,387,0.0
Linea II,102,31,2019,Yucatán,Valladolid,Nueva,63,24382899.0915984
Linea II,102,31,2019,Yucatán,Valladolid,Existente,13,5678980.1445472
Linea IV,102,31,2019,Yucatán,Valladolid,Ampliación y rehabilitación,28,0.0
Linea IV,103,31,2019,Yucatán,Xocchel,Ampliación y rehabilitación,3,0.0
Linea IV,104,31,2019,Yucatán,Yaxcabá,Ampliación y rehabilitación,2,0.0
Linea II,105,31,2019,Yucatán,Yaxkukul,Existente,1,410506.92
Linea IV,105,31,2019,Yucatán,Yaxkukul,Ampliación y rehabilitación,22,0.0
Linea IV,106,31,2019,Yucatán,Yobaín,Ampliación y rehabilitación,2,0.0
Linea II,005,32,2019,Zacatecas,Calera,Nueva,28,10126804.6137184
Linea II,005,32,2019,Zacatecas,Calera,Existente,82,36280190.4227424
Linea III,005,32,2019,Zacatecas,Calera,Con disponibilidad de terreno,1,511700.1214048
Linea IV,005,32,2019,Zacatecas,Calera,Ampliación y rehabilitación,49,565272.2174848
Linea IV,006,32,2019,Zacatecas,Cañitas de Felipe Pescador,Ampliación y rehabilitación,2,0.0
Linea II,007,32,2019,Zacatecas,Concepción del Oro,Existente,4,1891460.9928672
Linea IV,007,32,2019,Zacatecas,Concepción del Oro,Ampliación y rehabilitación,8,0.0
Linea IV,008,32,2019,Zacatecas,Cuauhtémoc,Ampliación y rehabilitación,19,0.0
Linea IV,009,32,2019,Zacatecas,Chalchihuites,Ampliación y rehabilitación,1,0.0
Linea II,010,32,2019,Zacatecas,Fresnillo,Nueva,588,239727601.1520688
Linea II,010,32,2019,Zacatecas,Fresnillo,Existente,176,80453507.9208848
Linea III,010,32,2019,Zacatecas,Fresnillo,Con disponibilidad de terreno,88,36498190.2429104
Linea IV,010,32,2019,Zacatecas,Fresnillo,Ampliación y rehabilitación,414,771186.5355952
Linea II,012,32,2019,Zacatecas,Genaro Codina,Existente,1,289087.6251504
Linea IV,012,32,2019,Zacatecas,Genaro Codina,Ampliación y rehabilitación,3,0.0
Linea II,013,32,2019,Zacatecas,General Enrique Estrada,Existente,1,299985.65164
Linea IV,013,32,2019,Zacatecas,General Enrique Estrada,Ampliación y rehabilitación,6,0.0
Linea IV,016,32,2019,Zacatecas,General Pánfilo Natera,Ampliación y rehabilitación,8,0.0
Linea II,017,32,2019,Zacatecas,Guadalupe,Nueva,1381,525777035.3958544
Linea II,017,32,2019,Zacatecas,Guadalupe,Existente,289,134649065.7690352
Linea III,017,32,2019,Zacatecas,Guadalupe,Con disponibilidad de terreno,40,21202586.9564128
Linea IV,017,32,2019,Zacatecas,Guadalupe,Ampliación y rehabilitación,316,3334286.7061904
Linea V,017,32,2019,Zacatecas,Guadalupe,Pago de pasivos,4,1290912.7323744
Linea II,019,32,2019,Zacatecas,Jalpa,Existente,5,2055256.9918832
Linea II,020,32,2019,Zacatecas,Jerez,Nueva,2,532076.1307248
Linea II,020,32,2019,Zacatecas,Jerez,Existente,8,2990910.2150912
Linea IV,020,32,2019,Zacatecas,Jerez,Ampliación y rehabilitación,6,0.0
Linea II,022,32,2019,Zacatecas,Juan Aldama,Existente,3,1285326.3422672
Linea II,024,32,2019,Zacatecas,Loreto,Nueva,4,2542556.9801456
Linea II,024,32,2019,Zacatecas,Loreto,Existente,5,3693851.1344272
Linea IV,024,32,2019,Zacatecas,Loreto,Ampliación y rehabilitación,6,0.0
Linea II,025,32,2019,Zacatecas,Luis Moya,Existente,1,676048.53192
Linea III,025,32,2019,Zacatecas,Luis Moya,Con disponibilidad de terreno,1,547605.9241312
Linea IV,025,32,2019,Zacatecas,Luis Moya,Ampliación y rehabilitación,16,78698.71744
Linea II,026,32,2019,Zacatecas,Mazapil,Existente,1,144679.2151504
Linea IV,026,32,2019,Zacatecas,Mazapil,Ampliación y rehabilitación,3,0.0
Linea IV,027,32,2019,Zacatecas,Melchor Ocampo,Ampliación y rehabilitación,1,0.0
Linea II,032,32,2019,Zacatecas,Morelos,Existente,4,2549425.1064416
Linea IV,032,32,2019,Zacatecas,Morelos,Ampliación y rehabilitación,27,0.0
Linea IV,034,32,2019,Zacatecas,Nochistlán de Mejía,Ampliación y rehabilitación,3,0.0
Linea IV,035,32,2019,Zacatecas,Noria de Ángeles,Ampliación y rehabilitación,4,0.0
Linea II,036,32,2019,Zacatecas,Ojocaliente,Nueva,3,1174585.00196
Linea II,036,32,2019,Zacatecas,Ojocaliente,Existente,13,5950131.22072
Linea IV,036,32,2019,Zacatecas,Ojocaliente,Ampliación y rehabilitación,21,0.0
Linea IV,037,32,2019,Zacatecas,Pánuco,Ampliación y rehabilitación,27,0.0
Linea II,038,32,2019,Zacatecas,Pinos,Nueva,2,965204.1103984
Linea II,039,32,2019,Zacatecas,Río Grande,Existente,6,2137200.5280688
Linea III,039,32,2019,Zacatecas,Río Grande,Con disponibilidad de terreno,2,1212309.8920112
Linea IV,039,32,2019,Zacatecas,Río Grande,Ampliación y rehabilitación,3,0.0
Linea IV,040,32,2019,Zacatecas,Sain Alto,Ampliación y rehabilitación,2,0.0
Linea II,042,32,2019,Zacatecas,Sombrerete,Nueva,1,225899.3171504
Linea II,042,32,2019,Zacatecas,Sombrerete,Existente,7,3058522.1520464
Linea III,042,32,2019,Zacatecas,Sombrerete,Con disponibilidad de terreno,2,1216705.1405904
Linea IV,042,32,2019,Zacatecas,Sombrerete,Ampliación y rehabilitación,83,154289.55472
Linea IV,043,32,2019,Zacatecas,Susticacán,Ampliación y rehabilitación,1,191820.6751216
Linea II,044,32,2019,Zacatecas,Tabasco,Existente,1,450022.1641792
Linea IV,044,32,2019,Zacatecas,Tabasco,Ampliación y rehabilitación,1,0.0
Linea IV,048,32,2019,Zacatecas,Tlaltenango de Sánchez Román,Ampliación y rehabilitación,1,0.0
Linea IV,049,32,2019,Zacatecas,Valparaíso,Ampliación y rehabilitación,2,0.0
Linea IV,050,32,2019,Zacatecas,Vetagrande,Ampliación y rehabilitación,11,0.0
Linea IV,051,32,2019,Zacatecas,Villa de Cos,Ampliación y rehabilitación,8,0.0
Linea II,052,32,2019,Zacatecas,Villa García,Existente,6,3080237.6147088
Linea IV,052,32,2019,Zacatecas,Villa García,Ampliación y rehabilitación,3,66549.73136
Linea IV,053,32,2019,Zacatecas,Villa González Ortega,Ampliación y rehabilitación,3,0.0
Linea II,054,32,2019,Zacatecas,Villa Hidalgo,Existente,1,134681.1003776
Linea IV,054,32,2019,Zacatecas,Villa Hidalgo,Ampliación y rehabilitación,1,0.0
Linea II,055,32,2019,Zacatecas,Villanueva,Existente,2,748148.6045824
Linea IV,055,32,2019,Zacatecas,Villanueva,Ampliación y rehabilitación,8,0.0
Linea II,056,32,2019,Zacatecas,Zacatecas,Nueva,115,55851999.7879728
Linea II,056,32,2019,Zacatecas,Zacatecas,Existente,131,64837476.148736
Linea III,056,32,2019,Zacatecas,Zacatecas,Con disponibilidad de terreno,5,3269096.5134384
Linea IV,056,32,2019,Zacatecas,Zacatecas,Ampliación y rehabilitación,398,2313526.1505376
Linea V,056,32,2019,Zacatecas,Zacatecas,Pago de pasivos,1,439157.6992656
Linea II,057,32,2019,Zacatecas,Trancoso,Existente,3,1468145.3225664
Linea IV,057,32,2019,Zacatecas,Trancoso,Ampliación y rehabilitación,20,0.0
Linea II,001,01,2020,Aguascalientes,Aguascalientes,Nueva,4144,1780871329.96292
Linea II,001,01,2020,Aguascalientes,Aguascalientes,Existente,2088,898817609.5887471
Linea IV,001,01,2020,Aguascalientes,Aguascalientes,Ampliación y rehabilitación,1913,16891175.9543792
Linea V,001,01,2020,Aguascalientes,Aguascalientes,Pago de pasivos,3,1597698.7414016
Linea II,002,01,2020,Aguascalientes,Asientos,Existente,18,7933832.9612464
Linea IV,002,01,2020,Aguascalientes,Asientos,Ampliación y rehabilitación,121,2572078.2158592
Linea II,003,01,2020,Aguascalientes,Calvillo,Existente,7,2506424.6535248
Linea IV,003,01,2020,Aguascalientes,Calvillo,Ampliación y rehabilitación,40,1055229.7590528
Linea II,004,01,2020,Aguascalientes,Cosío,Nueva,2,741894.7155648
Linea II,004,01,2020,Aguascalientes,Cosío,Existente,11,4775590.028096
Linea IV,004,01,2020,Aguascalientes,Cosío,Ampliación y rehabilitación,113,299247.2756736
Linea II,005,01,2020,Aguascalientes,Jesús María,Nueva,259,121403938.5782624
Linea II,005,01,2020,Aguascalientes,Jesús María,Existente,242,112885871.203336
Linea IV,005,01,2020,Aguascalientes,Jesús María,Ampliación y rehabilitación,196,4257507.971328
Linea II,006,01,2020,Aguascalientes,Pabellón de Arteaga,Nueva,64,29363698.5988912
Linea II,006,01,2020,Aguascalientes,Pabellón de Arteaga,Existente,40,16674866.475688
Linea IV,006,01,2020,Aguascalientes,Pabellón de Arteaga,Ampliación y rehabilitación,114,5216690.6532096
Linea II,007,01,2020,Aguascalientes,Rincón de Romos,Nueva,71,32205009.574968
Linea II,007,01,2020,Aguascalientes,Rincón de Romos,Existente,48,19656450.1676096
Linea IV,007,01,2020,Aguascalientes,Rincón de Romos,Ampliación y rehabilitación,110,3854244.998784
Linea II,008,01,2020,Aguascalientes,San José de Gracia,Nueva,1,0.0
Linea II,008,01,2020,Aguascalientes,San José de Gracia,Existente,1,459708.2921728
Linea IV,008,01,2020,Aguascalientes,San José de Gracia,Ampliación y rehabilitación,8,0.0
Linea II,009,01,2020,Aguascalientes,Tepezalá,Existente,1,485402.4598848
Linea IV,009,01,2020,Aguascalientes,Tepezalá,Ampliación y rehabilitación,51,766723.5203328
Linea IV,010,01,2020,Aguascalientes,El Llano,Ampliación y rehabilitación,43,728538.0388976
Linea II,011,01,2020,Aguascalientes,San Francisco de los Romo,Nueva,669,288755631.9744768
Linea II,011,01,2020,Aguascalientes,San Francisco de los Romo,Existente,280,103539458.6742528
Linea IV,011,01,2020,Aguascalientes,San Francisco de los Romo,Ampliación y rehabilitación,149,5105813.2434432
Linea II,001,02,2020,Baja California,Ensenada,Nueva,215,108921685.461048
Linea II,001,02,2020,Baja California,Ensenada,Existente,708,362559048.0434448
Linea III,001,02,2020,Baja California,Ensenada,Con disponibilidad de terreno,10,6878065.4543648
Linea IV,001,02,2020,Baja California,Ensenada,Ampliación y rehabilitación,901,1880189.7114784
Linea V,001,02,2020,Baja California,Ensenada,Pago de pasivos,3,1532791.9853472
Linea II,002,02,2020,Baja California,Mexicali,Nueva,1658,826671218.27488
Linea II,002,02,2020,Baja California,Mexicali,Existente,3058,1416436794.0874128
Linea III,002,02,2020,Baja California,Mexicali,Con disponibilidad de terreno,7,5165570.7591152
Linea IV,002,02,2020,Baja California,Mexicali,Ampliación y rehabilitación,1385,482896.8077664
Linea V,002,02,2020,Baja California,Mexicali,Pago de pasivos,17,8242129.5229872
Linea II,003,02,2020,Baja California,Tecate,Nueva,21,19461218.2223152
Linea II,003,02,2020,Baja California,Tecate,Existente,95,55656119.0760368
Linea IV,003,02,2020,Baja California,Tecate,Ampliación y rehabilitación,374,0.0
Linea II,004,02,2020,Baja California,Tijuana,Nueva,3955,2028446132.5395408
Linea II,004,02,2020,Baja California,Tijuana,Existente,4126,2027068668.8134031
Linea III,004,02,2020,Baja California,Tijuana,Con disponibilidad de terreno,144,63536015.373896
Linea IV,004,02,2020,Baja California,Tijuana,Ampliación y rehabilitación,6133,1168392.5072608
Linea V,004,02,2020,Baja California,Tijuana,Pago de pasivos,21,10509914.1735824
Linea II,005,02,2020,Baja California,Playas de Rosarito,Nueva,163,66453486.4876496
Linea II,005,02,2020,Baja California,Playas de Rosarito,Existente,42,17024935.2571024
Linea IV,005,02,2020,Baja California,Playas de Rosarito,Ampliación y rehabilitación,255,0.0
Linea II,001,03,2020,Baja California Sur,Comondú,Nueva,10,5039103.5121888
Linea II,001,03,2020,Baja California Sur,Comondú,Existente,153,67478714.0156048
Linea III,001,03,2020,Baja California Sur,Comondú,Con disponibilidad de terreno,12,6589384.5861792
Linea IV,001,03,2020,Baja California Sur,Comondú,Ampliación y rehabilitación,27,415992.9112096
Linea II,002,03,2020,Baja California Sur,Mulegé,Nueva,26,15802550.7397248
Linea II,002,03,2020,Baja California Sur,Mulegé,Existente,63,36573816.4680912
Linea III,002,03,2020,Baja California Sur,Mulegé,Con disponibilidad de terreno,41,25619365.0521344
Linea IV,002,03,2020,Baja California Sur,Mulegé,Ampliación y rehabilitación,18,0.0
Linea II,003,03,2020,Baja California Sur,La Paz,Nueva,501,234517774.96672
Linea II,003,03,2020,Baja California Sur,La Paz,Existente,657,309863966.1799232
Linea III,003,03,2020,Baja California Sur,La Paz,Con disponibilidad de terreno,7,4565065.7707024
Linea IV,003,03,2020,Baja California Sur,La Paz,Ampliación y rehabilitación,581,3369493.306736
Linea V,003,03,2020,Baja California Sur,La Paz,Pago de pasivos,8,5648578.0871264
Linea II,008,03,2020,Baja California Sur,Los Cabos,Nueva,554,290257633.8803792
Linea II,008,03,2020,Baja California Sur,Los Cabos,Existente,625,359157002.7232864
Linea III,008,03,2020,Baja California Sur,Los Cabos,Con disponibilidad de terreno,3,1230088.998624
Linea IV,008,03,2020,Baja California Sur,Los Cabos,Ampliación y rehabilitación,3106,417656.8838848
Linea V,008,03,2020,Baja California Sur,Los Cabos,Pago de pasivos,29,13080857.1904096
Linea II,009,03,2020,Baja California Sur,Loreto,Nueva,5,3210920.4829824
Linea II,009,03,2020,Baja California Sur,Loreto,Existente,11,6364082.6303456
Linea IV,009,03,2020,Baja California Sur,Loreto,Ampliación y rehabilitación,9,0.0
Linea II,001,04,2020,Campeche,Calkiní,Nueva,1,829650.9148928
Linea II,001,04,2020,Campeche,Calkiní,Existente,8,4011588.939448
Linea IV,001,04,2020,Campeche,Calkiní,Ampliación y rehabilitación,269,0.0
Linea II,002,04,2020,Campeche,Campeche,Nueva,89,43971092.8450816
Linea II,002,04,2020,Campeche,Campeche,Existente,593,275916910.5301744
Linea III,002,04,2020,Campeche,Campeche,Con disponibilidad de terreno,9,4556461.4852
Linea IV,002,04,2020,Campeche,Campeche,Ampliación y rehabilitación,1096,5061790.2858752
Linea V,002,04,2020,Campeche,Campeche,Pago de pasivos,2,334875.2228496
Linea II,003,04,2020,Campeche,Carmen,Nueva,17,9366762.488928
Linea II,003,04,2020,Campeche,Carmen,Existente,316,197572856.8776368
Linea IV,003,04,2020,Campeche,Carmen,Ampliación y rehabilitación,730,0.0
Linea V,003,04,2020,Campeche,Carmen,Pago de pasivos,2,4041768.16272
Linea II,004,04,2020,Campeche,Champotón,Existente,36,16183138.0080224
Linea IV,004,04,2020,Campeche,Champotón,Ampliación y rehabilitación,139,0.0
Linea II,005,04,2020,Campeche,Hecelchakán,Existente,2,1368987.4134144
Linea IV,005,04,2020,Campeche,Hecelchakán,Ampliación y rehabilitación,84,0.0
Linea II,006,04,2020,Campeche,Hopelchén,Existente,5,2253078.077856
Linea IV,006,04,2020,Campeche,Hopelchén,Ampliación y rehabilitación,124,0.0
Linea II,007,04,2020,Campeche,Palizada,Existente,2,958801.0430464
Linea IV,007,04,2020,Campeche,Palizada,Ampliación y rehabilitación,3,0.0
Linea II,008,04,2020,Campeche,Tenabo,Existente,4,1638458.4945504
Linea IV,008,04,2020,Campeche,Tenabo,Ampliación y rehabilitación,59,0.0
Linea II,009,04,2020,Campeche,Escárcega,Existente,28,13593906.0896704
Linea III,009,04,2020,Campeche,Escárcega,Con disponibilidad de terreno,1,540531.1796
Linea IV,009,04,2020,Campeche,Escárcega,Ampliación y rehabilitación,50,136691.2370688
Linea II,011,04,2020,Campeche,Candelaria,Existente,2,1750081.5183584
Linea IV,011,04,2020,Campeche,Candelaria,Ampliación y rehabilitación,6,0.0
Linea IV,001,05,2020,Coahuila de Zaragoza,Abasolo,Ampliación y rehabilitación,1,0.0
Linea II,002,05,2020,Coahuila de Zaragoza,Acuña,Nueva,1219,512895712.3022544
Linea II,002,05,2020,Coahuila de Zaragoza,Acuña,Existente,1302,529938917.9234512
Linea III,002,05,2020,Coahuila de Zaragoza,Acuña,Con disponibilidad de terreno,2,1412263.9442336
Linea IV,002,05,2020,Coahuila de Zaragoza,Acuña,Ampliación y rehabilitación,675,0.0
Linea II,003,05,2020,Coahuila de Zaragoza,Allende,Nueva,67,25951947.2221344
Linea II,003,05,2020,Coahuila de Zaragoza,Allende,Existente,29,11826214.7204816
Linea IV,003,05,2020,Coahuila de Zaragoza,Allende,Ampliación y rehabilitación,19,0.0
Linea II,004,05,2020,Coahuila de Zaragoza,Arteaga,Nueva,541,299115871.8756848
Linea II,004,05,2020,Coahuila de Zaragoza,Arteaga,Existente,18,11817819.7009776
Linea IV,004,05,2020,Coahuila de Zaragoza,Arteaga,Ampliación y rehabilitación,34,1302118.652912
Linea IV,005,05,2020,Coahuila de Zaragoza,Candela,Ampliación y rehabilitación,3,0.0
Linea II,006,05,2020,Coahuila de Zaragoza,Castaños,Nueva,39,16185043.245864
Linea II,006,05,2020,Coahuila de Zaragoza,Castaños,Existente,96,48060086.3422688
Linea IV,006,05,2020,Coahuila de Zaragoza,Castaños,Ampliación y rehabilitación,94,0.0
Linea II,007,05,2020,Coahuila de Zaragoza,Cuatro Ciénegas,Nueva,1,898741.5094368
Linea II,007,05,2020,Coahuila de Zaragoza,Cuatro Ciénegas,Existente,13,6159863.690184
Linea IV,007,05,2020,Coahuila de Zaragoza,Cuatro Ciénegas,Ampliación y rehabilitación,18,0.0
Linea IV,008,05,2020,Coahuila de Zaragoza,Escobedo,Ampliación y rehabilitación,5,0.0
Linea II,009,05,2020,Coahuila de Zaragoza,Francisco I. Madero,Nueva,217,86035177.5611136
Linea II,009,05,2020,Coahuila de Zaragoza,Francisco I. Madero,Existente,103,42601882.2199104
Linea IV,009,05,2020,Coahuila de Zaragoza,Francisco I. Madero,Ampliación y rehabilitación,182,0.0
Linea II,010,05,2020,Coahuila de Zaragoza,Frontera,Nueva,82,42523134.374344
Linea II,010,05,2020,Coahuila de Zaragoza,Frontera,Existente,245,130021793.3082768
Linea IV,010,05,2020,Coahuila de Zaragoza,Frontera,Ampliación y rehabilitación,362,333031.8355968
Linea II,011,05,2020,Coahuila de Zaragoza,General Cepeda,Nueva,5,3475314.0031072
Linea II,011,05,2020,Coahuila de Zaragoza,General Cepeda,Existente,4,1702274.02764
Linea IV,011,05,2020,Coahuila de Zaragoza,General Cepeda,Ampliación y rehabilitación,32,0.0
Linea IV,012,05,2020,Coahuila de Zaragoza,Guerrero,Ampliación y rehabilitación,3,0.0
Linea II,014,05,2020,Coahuila de Zaragoza,Jiménez,Existente,2,561000.0510176
Linea IV,014,05,2020,Coahuila de Zaragoza,Jiménez,Ampliación y rehabilitación,36,0.0
Linea IV,015,05,2020,Coahuila de Zaragoza,Juárez,Ampliación y rehabilitación,2,0.0
Linea II,016,05,2020,Coahuila de Zaragoza,Lamadrid,Existente,2,1127742.2561296
Linea IV,016,05,2020,Coahuila de Zaragoza,Lamadrid,Ampliación y rehabilitación,1,0.0
Linea II,017,05,2020,Coahuila de Zaragoza,Matamoros,Nueva,369,141719503.4147408
Linea II,017,05,2020,Coahuila de Zaragoza,Matamoros,Existente,174,71010941.6478192
Linea IV,017,05,2020,Coahuila de Zaragoza,Matamoros,Ampliación y rehabilitación,178,0.0
Linea II,018,05,2020,Coahuila de Zaragoza,Monclova,Nueva,296,141778133.7419264
Linea II,018,05,2020,Coahuila de Zaragoza,Monclova,Existente,580,300975847.059904
Linea IV,018,05,2020,Coahuila de Zaragoza,Monclova,Ampliación y rehabilitación,861,633234.4159488
Linea V,018,05,2020,Coahuila de Zaragoza,Monclova,Pago de pasivos,2,1843882.6404976
Linea II,019,05,2020,Coahuila de Zaragoza,Morelos,Nueva,5,1489136.3320896
Linea II,019,05,2020,Coahuila de Zaragoza,Morelos,Existente,3,1421737.6653824
Linea IV,019,05,2020,Coahuila de Zaragoza,Morelos,Ampliación y rehabilitación,5,0.0
Linea II,020,05,2020,Coahuila de Zaragoza,Múzquiz,Nueva,66,27321841.2395632
Linea II,020,05,2020,Coahuila de Zaragoza,Múzquiz,Existente,75,34903402.1485008
Linea IV,020,05,2020,Coahuila de Zaragoza,Múzquiz,Ampliación y rehabilitación,17,0.0
Linea II,021,05,2020,Coahuila de Zaragoza,Nadadores,Existente,13,6519479.5701392
Linea IV,021,05,2020,Coahuila de Zaragoza,Nadadores,Ampliación y rehabilitación,25,0.0
Linea II,022,05,2020,Coahuila de Zaragoza,Nava,Nueva,158,63558602.0596752
Linea II,022,05,2020,Coahuila de Zaragoza,Nava,Existente,42,21912961.4247792
Linea IV,022,05,2020,Coahuila de Zaragoza,Nava,Ampliación y rehabilitación,29,0.0
Linea II,023,05,2020,Coahuila de Zaragoza,Ocampo,Existente,1,396500.2426848
Linea IV,023,05,2020,Coahuila de Zaragoza,Ocampo,Ampliación y rehabilitación,18,0.0
Linea II,024,05,2020,Coahuila de Zaragoza,Parras,Nueva,4,2577197.7467008
Linea II,024,05,2020,Coahuila de Zaragoza,Parras,Existente,106,46196872.7334464
Linea IV,024,05,2020,Coahuila de Zaragoza,Parras,Ampliación y rehabilitación,15,0.0
Linea II,025,05,2020,Coahuila de Zaragoza,Piedras Negras,Nueva,900,404772972.2008352
Linea II,025,05,2020,Coahuila de Zaragoza,Piedras Negras,Existente,262,125247598.5518512
Linea IV,025,05,2020,Coahuila de Zaragoza,Piedras Negras,Ampliación y rehabilitación,464,0.0
Linea IV,026,05,2020,Coahuila de Zaragoza,Progreso,Ampliación y rehabilitación,3,0.0
Linea II,027,05,2020,Coahuila de Zaragoza,Ramos Arizpe,Nueva,497,245605338.3323808
Linea II,027,05,2020,Coahuila de Zaragoza,Ramos Arizpe,Existente,600,292497979.9851408
Linea IV,027,05,2020,Coahuila de Zaragoza,Ramos Arizpe,Ampliación y rehabilitación,218,329770.8052224
Linea II,028,05,2020,Coahuila de Zaragoza,Sabinas,Nueva,137,55340037.7594016
Linea II,028,05,2020,Coahuila de Zaragoza,Sabinas,Existente,191,80059834.4979056
Linea IV,028,05,2020,Coahuila de Zaragoza,Sabinas,Ampliación y rehabilitación,83,99766.6115328
Linea II,029,05,2020,Coahuila de Zaragoza,Sacramento,Nueva,8,2712364.548776
Linea II,029,05,2020,Coahuila de Zaragoza,Sacramento,Existente,3,1085930.179872
Linea IV,029,05,2020,Coahuila de Zaragoza,Sacramento,Ampliación y rehabilitación,12,0.0
Linea II,030,05,2020,Coahuila de Zaragoza,Saltillo,Nueva,2897,1411297132.5922976
Linea II,030,05,2020,Coahuila de Zaragoza,Saltillo,Existente,2828,1448665184.9642048
Linea III,030,05,2020,Coahuila de Zaragoza,Saltillo,Con disponibilidad de terreno,6,6998647.8306896
Linea IV,030,05,2020,Coahuila de Zaragoza,Saltillo,Ampliación y rehabilitación,2361,5822220.0947488
Linea V,030,05,2020,Coahuila de Zaragoza,Saltillo,Pago de pasivos,7,3982739.508304
Linea II,031,05,2020,Coahuila de Zaragoza,San Buenaventura,Nueva,28,13613105.5203792
Linea II,031,05,2020,Coahuila de Zaragoza,San Buenaventura,Existente,81,40199139.4325088
Linea IV,031,05,2020,Coahuila de Zaragoza,San Buenaventura,Ampliación y rehabilitación,71,87509.5533312
Linea II,032,05,2020,Coahuila de Zaragoza,San Juan de Sabinas,Nueva,76,29982767.8987184
Linea II,032,05,2020,Coahuila de Zaragoza,San Juan de Sabinas,Existente,58,24978024.3200784
Linea IV,032,05,2020,Coahuila de Zaragoza,San Juan de Sabinas,Ampliación y rehabilitación,55,0.0
Linea II,033,05,2020,Coahuila de Zaragoza,San Pedro,Nueva,53,21195748.8356144
Linea II,033,05,2020,Coahuila de Zaragoza,San Pedro,Existente,247,94385695.4153664
Linea IV,033,05,2020,Coahuila de Zaragoza,San Pedro,Ampliación y rehabilitación,258,0.0
Linea IV,034,05,2020,Coahuila de Zaragoza,Sierra Mojada,Ampliación y rehabilitación,10,0.0
Linea II,035,05,2020,Coahuila de Zaragoza,Torreón,Nueva,2090,932087381.961016
Linea II,035,05,2020,Coahuila de Zaragoza,Torreón,Existente,2594,1107739068.5743904
Linea III,035,05,2020,Coahuila de Zaragoza,Torreón,Con disponibilidad de terreno,1,1867461.4265088
Linea IV,035,05,2020,Coahuila de Zaragoza,Torreón,Ampliación y rehabilitación,725,461737.0213632
Linea V,035,05,2020,Coahuila de Zaragoza,Torreón,Pago de pasivos,6,2152208.0449536
Linea II,036,05,2020,Coahuila de Zaragoza,Viesca,Existente,6,1905393.4821856
Linea IV,036,05,2020,Coahuila de Zaragoza,Viesca,Ampliación y rehabilitación,48,0.0
Linea II,037,05,2020,Coahuila de Zaragoza,Villa Unión,Nueva,1,493681.5343392
Linea IV,037,05,2020,Coahuila de Zaragoza,Villa Unión,Ampliación y rehabilitación,7,0.0
Linea II,038,05,2020,Coahuila de Zaragoza,Zaragoza,Nueva,14,5555244.9296544
Linea II,038,05,2020,Coahuila de Zaragoza,Zaragoza,Existente,7,3149619.2907456
Linea IV,038,05,2020,Coahuila de Zaragoza,Zaragoza,Ampliación y rehabilitación,4,0.0
Linea II,001,06,2020,Colima,Armería,Nueva,2,1195460.917232
Linea II,001,06,2020,Colima,Armería,Existente,15,6900379.1596128
Linea III,001,06,2020,Colima,Armería,Con disponibilidad de terreno,1,480927.9678848
Linea IV,001,06,2020,Colima,Armería,Ampliación y rehabilitación,11,0.0
Linea II,002,06,2020,Colima,Colima,Nueva,516,222023170.4979776
Linea II,002,06,2020,Colima,Colima,Existente,380,146695471.0429952
Linea III,002,06,2020,Colima,Colima,Con disponibilidad de terreno,3,1744159.3058848
Linea IV,002,06,2020,Colima,Colima,Ampliación y rehabilitación,84,673292.379768
Linea V,002,06,2020,Colima,Colima,Pago de pasivos,1,140862.8602944
Linea II,003,06,2020,Colima,Comala,Nueva,3,544910.2611504
Linea II,003,06,2020,Colima,Comala,Existente,2,627938.7396256
Linea IV,003,06,2020,Colima,Comala,Ampliación y rehabilitación,2,0.0
Linea II,004,06,2020,Colima,Coquimatlán,Existente,23,8654768.4355744
Linea IV,004,06,2020,Colima,Coquimatlán,Ampliación y rehabilitación,6,0.0
Linea II,005,06,2020,Colima,Cuauhtémoc,Nueva,4,1239521.6883616
Linea II,005,06,2020,Colima,Cuauhtémoc,Existente,25,12210564.716168
Linea IV,005,06,2020,Colima,Cuauhtémoc,Ampliación y rehabilitación,4,0.0
Linea II,007,06,2020,Colima,Manzanillo,Nueva,584,253333086.3422016
Linea II,007,06,2020,Colima,Manzanillo,Existente,556,250486673.8034064
Linea III,007,06,2020,Colima,Manzanillo,Con disponibilidad de terreno,1,1742182.7874944
Linea IV,007,06,2020,Colima,Manzanillo,Ampliación y rehabilitación,401,0.0
Linea II,008,06,2020,Colima,Minatitlán,Existente,3,1021578.0145696
