linea_credito,clave_municipio,clave_estado,ano,estado,municipio,modalidad,acciones,monto
Linea IV,008,06,2020,Colima,Minatitlán,Ampliación y rehabilitación,5,0.0
Linea II,009,06,2020,Colima,Tecomán,Nueva,225,88806329.421688
Linea II,009,06,2020,Colima,Tecomán,Existente,225,81087238.2482528
Linea IV,009,06,2020,Colima,Tecomán,Ampliación y rehabilitación,28,0.0
Linea II,010,06,2020,Colima,Villa de Álvarez,Nueva,623,264995892.6999824
Linea II,010,06,2020,Colima,Villa de Álvarez,Existente,494,203893930.2219664
Linea III,010,06,2020,Colima,Villa de Álvarez,Con disponibilidad de terreno,4,2245948.9677984
Linea IV,010,06,2020,Colima,Villa de Álvarez,Ampliación y rehabilitación,54,0.0
Linea V,010,06,2020,Colima,Villa de Álvarez,Pago de pasivos,2,554399.4528064
Linea IV,001,07,2020,Chiapas,Acacoyagua,Ampliación y rehabilitación,2,0.0
Linea II,002,07,2020,Chiapas,Acala,Existente,7,3433378.6528608
Linea IV,002,07,2020,Chiapas,Acala,Ampliación y rehabilitación,16,0.0
Linea II,003,07,2020,Chiapas,Acapetahua,Nueva,1,0.0
Linea II,003,07,2020,Chiapas,Acapetahua,Existente,3,1809695.6563392
Linea IV,003,07,2020,Chiapas,Acapetahua,Ampliación y rehabilitación,5,0.0
Linea IV,004,07,2020,Chiapas,Altamirano,Ampliación y rehabilitación,4,0.0
Linea IV,006,07,2020,Chiapas,Amatenango de la Frontera,Ampliación y rehabilitación,7,1053791.915904
Linea IV,007,07,2020,Chiapas,Amatenango del Valle,Ampliación y rehabilitación,1,249705.8670336
Linea IV,008,07,2020,Chiapas,Ángel Albino Corzo,Ampliación y rehabilitación,1,0.0
Linea II,009,07,2020,Chiapas,Arriaga,Nueva,4,1723537.5607072
Linea II,009,07,2020,Chiapas,Arriaga,Existente,19,10009102.5225648
Linea IV,009,07,2020,Chiapas,Arriaga,Ampliación y rehabilitación,30,505643.0039808
Linea IV,011,07,2020,Chiapas,Bella Vista,Ampliación y rehabilitación,3,0.0
Linea II,012,07,2020,Chiapas,Berriozábal,Nueva,130,64437057.5834496
Linea II,012,07,2020,Chiapas,Berriozábal,Existente,222,93339701.4697808
Linea III,012,07,2020,Chiapas,Berriozábal,Con disponibilidad de terreno,63,29194967.7768688
Linea IV,012,07,2020,Chiapas,Berriozábal,Ampliación y rehabilitación,34,884050.8873984
Linea II,013,07,2020,Chiapas,Bochil,Existente,1,604438.4638848
Linea IV,013,07,2020,Chiapas,Bochil,Ampliación y rehabilitación,4,0.0
Linea II,015,07,2020,Chiapas,Cacahoatán,Existente,5,2355080.1831296
Linea IV,015,07,2020,Chiapas,Cacahoatán,Ampliación y rehabilitación,24,0.0
Linea IV,016,07,2020,Chiapas,Catazajá,Ampliación y rehabilitación,9,0.0
Linea II,017,07,2020,Chiapas,Cintalapa de Figueroa,Nueva,1,813002.4598528
Linea II,017,07,2020,Chiapas,Cintalapa de Figueroa,Existente,23,10777880.4765056
Linea IV,017,07,2020,Chiapas,Cintalapa de Figueroa,Ampliación y rehabilitación,16,0.0
Linea II,019,07,2020,Chiapas,Comitán de Domínguez,Nueva,115,57719676.0266832
Linea II,019,07,2020,Chiapas,Comitán de Domínguez,Existente,28,14160678.8189104
Linea III,019,07,2020,Chiapas,Comitán de Domínguez,Con disponibilidad de terreno,1,560752.0381472
Linea IV,019,07,2020,Chiapas,Comitán de Domínguez,Ampliación y rehabilitación,197,433027.1708928
Linea II,020,07,2020,Chiapas,La Concordia,Existente,1,382220.9258848
Linea IV,020,07,2020,Chiapas,La Concordia,Ampliación y rehabilitación,2,0.0
Linea IV,021,07,2020,Chiapas,Copainalá,Ampliación y rehabilitación,3,0.0
Linea IV,024,07,2020,Chiapas,Chanal,Ampliación y rehabilitación,1,0.0
Linea IV,026,07,2020,Chiapas,Chenalhó,Ampliación y rehabilitación,1,0.0
Linea II,027,07,2020,Chiapas,Chiapa de Corzo,Nueva,20,9199628.4391424
Linea II,027,07,2020,Chiapas,Chiapa de Corzo,Existente,252,104002710.3399408
Linea III,027,07,2020,Chiapas,Chiapa de Corzo,Con disponibilidad de terreno,69,32825870.1082656
Linea IV,027,07,2020,Chiapas,Chiapa de Corzo,Ampliación y rehabilitación,148,920048.2044672
Linea IV,029,07,2020,Chiapas,Chicoasén,Ampliación y rehabilitación,3,208221.2925696
Linea IV,030,07,2020,Chiapas,Chicomuselo,Ampliación y rehabilitación,10,1285176.1115136
Linea IV,031,07,2020,Chiapas,Chilón,Ampliación y rehabilitación,4,0.0
Linea II,032,07,2020,Chiapas,Escuintla,Nueva,2,560623.4270848
Linea II,032,07,2020,Chiapas,Escuintla,Existente,2,349542.6069696
Linea IV,032,07,2020,Chiapas,Escuintla,Ampliación y rehabilitación,7,0.0
Linea II,034,07,2020,Chiapas,Frontera Comalapa,Existente,19,8071967.8537312
Linea IV,034,07,2020,Chiapas,Frontera Comalapa,Ampliación y rehabilitación,14,526328.77056
Linea IV,035,07,2020,Chiapas,Frontera Hidalgo,Ampliación y rehabilitación,9,0.0
Linea II,037,07,2020,Chiapas,Huehuetán,Existente,4,1871813.8214272
Linea IV,037,07,2020,Chiapas,Huehuetán,Ampliación y rehabilitación,20,935345.7568512
Linea IV,038,07,2020,Chiapas,Huixtán,Ampliación y rehabilitación,1,0.0
Linea II,040,07,2020,Chiapas,Huixtla,Existente,51,23531950.3323392
Linea IV,040,07,2020,Chiapas,Huixtla,Ampliación y rehabilitación,23,0.0
Linea IV,041,07,2020,Chiapas,La Independencia,Ampliación y rehabilitación,6,0.0
Linea IV,043,07,2020,Chiapas,Ixtacomitán,Ampliación y rehabilitación,3,276354.8265984
Linea IV,044,07,2020,Chiapas,Ixtapa,Ampliación y rehabilitación,8,0.0
Linea II,046,07,2020,Chiapas,Jiquipilas,Existente,10,4767777.3524784
Linea IV,046,07,2020,Chiapas,Jiquipilas,Ampliación y rehabilitación,8,124367.0936064
Linea II,048,07,2020,Chiapas,Juárez,Existente,3,1314056.3340544
Linea IV,048,07,2020,Chiapas,Juárez,Ampliación y rehabilitación,5,0.0
Linea IV,049,07,2020,Chiapas,Larráinzar,Ampliación y rehabilitación,1,0.0
Linea II,050,07,2020,Chiapas,La Libertad,Existente,2,968430.3858848
Linea IV,050,07,2020,Chiapas,La Libertad,Ampliación y rehabilitación,3,0.0
Linea II,051,07,2020,Chiapas,Mapastepec,Existente,5,2671679.97064
Linea IV,051,07,2020,Chiapas,Mapastepec,Ampliación y rehabilitación,7,0.0
Linea IV,052,07,2020,Chiapas,Las Margaritas,Ampliación y rehabilitación,10,0.0
Linea II,054,07,2020,Chiapas,Mazatán,Existente,1,437526.9450848
Linea IV,054,07,2020,Chiapas,Mazatán,Ampliación y rehabilitación,13,158929.7369088
Linea II,055,07,2020,Chiapas,Metapa,Existente,1,412322.8389536
Linea IV,055,07,2020,Chiapas,Metapa,Ampliación y rehabilitación,12,860203.9259904
Linea IV,057,07,2020,Chiapas,Motozintla,Ampliación y rehabilitación,8,419960.8637184
Linea II,059,07,2020,Chiapas,Ocosingo,Nueva,1,502575.8219776
Linea II,059,07,2020,Chiapas,Ocosingo,Existente,3,1839522.120032
Linea IV,059,07,2020,Chiapas,Ocosingo,Ampliación y rehabilitación,47,504785.6860416
Linea II,061,07,2020,Chiapas,Ocozocoautla de Espinosa,Nueva,24,8913571.522304
Linea II,061,07,2020,Chiapas,Ocozocoautla de Espinosa,Existente,89,38494363.3111344
Linea IV,061,07,2020,Chiapas,Ocozocoautla de Espinosa,Ampliación y rehabilitación,67,632719.655424
Linea IV,062,07,2020,Chiapas,Ostuacán,Ampliación y rehabilitación,3,0.0
Linea IV,063,07,2020,Chiapas,Osumacinta,Ampliación y rehabilitación,1,0.0
Linea IV,064,07,2020,Chiapas,Oxchuc,Ampliación y rehabilitación,2,0.0
Linea II,065,07,2020,Chiapas,Palenque,Nueva,3,3308163.2502944
Linea II,065,07,2020,Chiapas,Palenque,Existente,37,16254668.4099296
Linea IV,065,07,2020,Chiapas,Palenque,Ampliación y rehabilitación,113,780535.1606016
Linea II,068,07,2020,Chiapas,Pichucalco,Existente,5,2124543.6425536
Linea IV,068,07,2020,Chiapas,Pichucalco,Ampliación y rehabilitación,5,302919.7975296
Linea II,069,07,2020,Chiapas,Pijijiapan,Existente,3,2897127.5101216
Linea IV,069,07,2020,Chiapas,Pijijiapan,Ampliación y rehabilitación,19,0.0
Linea II,071,07,2020,Chiapas,Villa Comaltitlán,Existente,8,3425763.4286112
Linea IV,071,07,2020,Chiapas,Villa Comaltitlán,Ampliación y rehabilitación,3,323641.483776
Linea IV,072,07,2020,Chiapas,Pueblo Nuevo Solistahuacán,Ampliación y rehabilitación,2,0.0
Linea II,074,07,2020,Chiapas,Reforma,Nueva,1,490244.4106848
Linea II,074,07,2020,Chiapas,Reforma,Existente,19,11696559.2368096
Linea III,074,07,2020,Chiapas,Reforma,Con disponibilidad de terreno,2,451950.9757936
Linea IV,074,07,2020,Chiapas,Reforma,Ampliación y rehabilitación,6,0.0
Linea IV,075,07,2020,Chiapas,Las Rosas,Ampliación y rehabilitación,3,0.0
Linea IV,077,07,2020,Chiapas,Salto de Agua,Ampliación y rehabilitación,9,98543.2299264
Linea II,078,07,2020,Chiapas,San Cristóbal de las Casas,Nueva,15,11574260.5550656
Linea II,078,07,2020,Chiapas,San Cristóbal de las Casas,Existente,38,21360215.3753456
Linea III,078,07,2020,Chiapas,San Cristóbal de las Casas,Con disponibilidad de terreno,1,467842.8338848
Linea IV,078,07,2020,Chiapas,San Cristóbal de las Casas,Ampliación y rehabilitación,164,3950842.0738496
Linea II,079,07,2020,Chiapas,San Fernando,Nueva,1,345358.4390848
Linea II,079,07,2020,Chiapas,San Fernando,Existente,1,628890.9644064
Linea IV,079,07,2020,Chiapas,San Fernando,Ampliación y rehabilitación,21,811060.803072
Linea IV,083,07,2020,Chiapas,Socoltenango,Ampliación y rehabilitación,3,0.0
Linea IV,085,07,2020,Chiapas,Soyaló,Ampliación y rehabilitación,2,263518.8278784
Linea II,086,07,2020,Chiapas,Suchiapa,Existente,4,2404733.7624704
Linea IV,086,07,2020,Chiapas,Suchiapa,Ampliación y rehabilitación,15,0.0
Linea II,087,07,2020,Chiapas,Suchiate,Existente,20,8639753.2891104
Linea IV,087,07,2020,Chiapas,Suchiate,Ampliación y rehabilitación,14,322005.0259968
Linea II,089,07,2020,Chiapas,Tapachula,Nueva,149,75016426.7806592
Linea II,089,07,2020,Chiapas,Tapachula,Existente,385,185844747.3668
Linea III,089,07,2020,Chiapas,Tapachula,Con disponibilidad de terreno,145,78367211.1517648
Linea IV,089,07,2020,Chiapas,Tapachula,Ampliación y rehabilitación,460,2609070.9831168
Linea IV,091,07,2020,Chiapas,Tapilula,Ampliación y rehabilitación,1,351299.8916352
Linea IV,092,07,2020,Chiapas,Tecpatán,Ampliación y rehabilitación,4,0.0
Linea IV,093,07,2020,Chiapas,Tenejapa,Ampliación y rehabilitación,3,0.0
Linea II,094,07,2020,Chiapas,Teopisca,Existente,1,526612.1378848
Linea IV,094,07,2020,Chiapas,Teopisca,Ampliación y rehabilitación,2,0.0
Linea IV,096,07,2020,Chiapas,Tila,Ampliación y rehabilitación,1,0.0
Linea II,097,07,2020,Chiapas,Tonalá,Nueva,12,6159484.4931744
Linea II,097,07,2020,Chiapas,Tonalá,Existente,17,8273109.5438704
Linea IV,097,07,2020,Chiapas,Tonalá,Ampliación y rehabilitación,52,386141.1764736
Linea IV,099,07,2020,Chiapas,La Trinitaria,Ampliación y rehabilitación,46,503696.4749568
Linea IV,100,07,2020,Chiapas,Tumbalá,Ampliación y rehabilitación,2,0.0
Linea II,101,07,2020,Chiapas,Tuxtla Gutiérrez,Nueva,234,134179025.9946544
Linea II,101,07,2020,Chiapas,Tuxtla Gutiérrez,Existente,596,306740467.0849072
Linea III,101,07,2020,Chiapas,Tuxtla Gutiérrez,Con disponibilidad de terreno,19,9239513.12232
Linea IV,101,07,2020,Chiapas,Tuxtla Gutiérrez,Ampliación y rehabilitación,1164,9344855.336448
Linea V,101,07,2020,Chiapas,Tuxtla Gutiérrez,Pago de pasivos,4,2751155.4639904
Linea II,102,07,2020,Chiapas,Tuxtla Chico,Existente,8,5460986.3376064
Linea IV,102,07,2020,Chiapas,Tuxtla Chico,Ampliación y rehabilitación,38,332187.1951872
Linea II,103,07,2020,Chiapas,Tuzantán,Existente,4,1603856.3696032
Linea IV,103,07,2020,Chiapas,Tuzantán,Ampliación y rehabilitación,7,0.0
Linea IV,104,07,2020,Chiapas,Tzimol,Ampliación y rehabilitación,6,0.0
Linea IV,105,07,2020,Chiapas,Unión Juárez,Ampliación y rehabilitación,5,0.0
Linea II,106,07,2020,Chiapas,Venustiano Carranza,Existente,1,1008052.8121728
Linea IV,106,07,2020,Chiapas,Venustiano Carranza,Ampliación y rehabilitación,66,0.0
Linea II,107,07,2020,Chiapas,Villa Corzo,Existente,3,1492568.1986368
Linea IV,107,07,2020,Chiapas,Villa Corzo,Ampliación y rehabilitación,70,0.0
Linea II,108,07,2020,Chiapas,Villaflores,Nueva,34,14395281.9070576
Linea II,108,07,2020,Chiapas,Villaflores,Existente,25,16624990.1907392
Linea IV,108,07,2020,Chiapas,Villaflores,Ampliación y rehabilitación,347,0.0
Linea II,109,07,2020,Chiapas,Yajalón,Existente,1,621272.9638848
Linea IV,109,07,2020,Chiapas,Yajalón,Ampliación y rehabilitación,18,191085.4983936
Linea IV,111,07,2020,Chiapas,Zinacantán,Ampliación y rehabilitación,1,0.0
Linea IV,112,07,2020,Chiapas,San Juan Cancuc,Ampliación y rehabilitación,3,0.0
Linea IV,114,07,2020,Chiapas,Benemérito de las Américas,Ampliación y rehabilitación,13,2053517.3374464
Linea IV,116,07,2020,Chiapas,Marqués de Comillas,Ampliación y rehabilitación,2,712985.0570496
Linea IV,117,07,2020,Chiapas,Montecristo de Guerrero,Ampliación y rehabilitación,1,0.0
Linea IV,122,07,2020,Chiapas,El Parral,Ampliación y rehabilitación,10,3182607.96864
Linea II,001,08,2020,Chihuahua,Ahumada,Nueva,1,0.0
Linea II,001,08,2020,Chihuahua,Ahumada,Existente,56,22874616.232488
Linea IV,001,08,2020,Chihuahua,Ahumada,Ampliación y rehabilitación,8,0.0
Linea II,002,08,2020,Chihuahua,Aldama,Nueva,19,8016169.4010432
Linea II,002,08,2020,Chihuahua,Aldama,Existente,130,55875425.3124112
Linea III,002,08,2020,Chihuahua,Aldama,Con disponibilidad de terreno,3,5056980.2576384
Linea IV,002,08,2020,Chihuahua,Aldama,Ampliación y rehabilitación,62,1232717.2863744
Linea II,003,08,2020,Chihuahua,Allende,Existente,1,251547.655168
Linea III,003,08,2020,Chihuahua,Allende,Con disponibilidad de terreno,1,309943.6895968
Linea IV,003,08,2020,Chihuahua,Allende,Ampliación y rehabilitación,14,0.0
Linea II,004,08,2020,Chihuahua,Aquiles Serdán,Nueva,149,56246574.6508576
Linea II,004,08,2020,Chihuahua,Aquiles Serdán,Existente,191,72055344.9178544
Linea IV,004,08,2020,Chihuahua,Aquiles Serdán,Ampliación y rehabilitación,60,0.0
Linea II,005,08,2020,Chihuahua,Ascensión,Nueva,8,3429476.7524768
Linea II,005,08,2020,Chihuahua,Ascensión,Existente,21,8703072.1853168
Linea IV,005,08,2020,Chihuahua,Ascensión,Ampliación y rehabilitación,41,0.0
Linea IV,006,08,2020,Chihuahua,Bachíniva,Ampliación y rehabilitación,3,0.0
Linea IV,007,08,2020,Chihuahua,Balleza,Ampliación y rehabilitación,2,0.0
Linea IV,008,08,2020,Chihuahua,Batopilas de Manuel Gómez Morín,Ampliación y rehabilitación,1,0.0
Linea IV,009,08,2020,Chihuahua,Bocoyna,Ampliación y rehabilitación,10,0.0
Linea II,010,08,2020,Chihuahua,Buenaventura,Existente,23,8680937.9490368
Linea IV,010,08,2020,Chihuahua,Buenaventura,Ampliación y rehabilitación,15,0.0
Linea II,011,08,2020,Chihuahua,Camargo,Nueva,16,6673826.5673216
Linea II,011,08,2020,Chihuahua,Camargo,Existente,171,68514634.2401472
Linea IV,011,08,2020,Chihuahua,Camargo,Ampliación y rehabilitación,73,0.0
Linea IV,012,08,2020,Chihuahua,Carichí,Ampliación y rehabilitación,3,0.0
Linea II,013,08,2020,Chihuahua,Casas Grandes,Existente,26,10770766.4362944
Linea IV,013,08,2020,Chihuahua,Casas Grandes,Ampliación y rehabilitación,26,0.0
Linea IV,015,08,2020,Chihuahua,Coyame del Sotol,Ampliación y rehabilitación,1,0.0
Linea II,016,08,2020,Chihuahua,La Cruz,Existente,2,716155.5101696
Linea IV,016,08,2020,Chihuahua,La Cruz,Ampliación y rehabilitación,2,0.0
Linea II,017,08,2020,Chihuahua,Cuauhtémoc,Nueva,600,240004128.0225264
Linea II,017,08,2020,Chihuahua,Cuauhtémoc,Existente,369,175592717.5909872
Linea III,017,08,2020,Chihuahua,Cuauhtémoc,Con disponibilidad de terreno,6,3661822.5492
Linea IV,017,08,2020,Chihuahua,Cuauhtémoc,Ampliación y rehabilitación,293,296264.8868352
Linea IV,018,08,2020,Chihuahua,Cusihuiriachi,Ampliación y rehabilitación,1,0.0
Linea II,019,08,2020,Chihuahua,Chihuahua,Nueva,2378,1075018693.709509
Linea II,019,08,2020,Chihuahua,Chihuahua,Existente,2913,1350943635.5091183
Linea III,019,08,2020,Chihuahua,Chihuahua,Con disponibilidad de terreno,2,2223447.8485472
Linea IV,019,08,2020,Chihuahua,Chihuahua,Ampliación y rehabilitación,4873,34949595.5957856
Linea V,019,08,2020,Chihuahua,Chihuahua,Pago de pasivos,13,5865179.904792
Linea II,021,08,2020,Chihuahua,Delicias,Nueva,168,66023904.674784
Linea II,021,08,2020,Chihuahua,Delicias,Existente,564,240595119.64508
Linea III,021,08,2020,Chihuahua,Delicias,Con disponibilidad de terreno,161,57704987.0013376
Linea IV,021,08,2020,Chihuahua,Delicias,Ampliación y rehabilitación,588,6254013.4433184
Linea IV,022,08,2020,Chihuahua,Dr. Belisario Domínguez,Ampliación y rehabilitación,1,0.0
Linea II,024,08,2020,Chihuahua,Santa Isabel,Existente,1,177886.7919072
Linea II,025,08,2020,Chihuahua,Gómez Farías,Existente,2,817900.9018848
Linea IV,025,08,2020,Chihuahua,Gómez Farías,Ampliación y rehabilitación,12,0.0
Linea II,027,08,2020,Chihuahua,Guachochi,Nueva,2,1616459.6779456
Linea II,027,08,2020,Chihuahua,Guachochi,Existente,7,4302387.6492288
Linea IV,027,08,2020,Chihuahua,Guachochi,Ampliación y rehabilitación,3,0.0
Linea IV,028,08,2020,Chihuahua,Guadalupe,Ampliación y rehabilitación,4,0.0
Linea IV,029,08,2020,Chihuahua,Guadalupe y Calvo,Ampliación y rehabilitación,2,0.0
Linea II,030,08,2020,Chihuahua,Guazapares,Existente,1,841910.8461216
Linea IV,030,08,2020,Chihuahua,Guazapares,Ampliación y rehabilitación,4,0.0
Linea II,031,08,2020,Chihuahua,Guerrero,Existente,7,3792307.1363328
Linea IV,031,08,2020,Chihuahua,Guerrero,Ampliación y rehabilitación,20,0.0
Linea II,032,08,2020,Chihuahua,Hidalgo del Parral,Nueva,138,64068070.3218336
Linea II,032,08,2020,Chihuahua,Hidalgo del Parral,Existente,150,67978164.9725568
Linea III,032,08,2020,Chihuahua,Hidalgo del Parral,Con disponibilidad de terreno,1,301705.5311232
Linea IV,032,08,2020,Chihuahua,Hidalgo del Parral,Ampliación y rehabilitación,298,671731.1381504
Linea IV,033,08,2020,Chihuahua,Huejotitán,Ampliación y rehabilitación,2,0.0
Linea II,034,08,2020,Chihuahua,Ignacio Zaragoza,Existente,2,649732.7074848
Linea IV,034,08,2020,Chihuahua,Ignacio Zaragoza,Ampliación y rehabilitación,9,0.0
Linea IV,035,08,2020,Chihuahua,Janos,Ampliación y rehabilitación,1,0.0
Linea II,036,08,2020,Chihuahua,Jiménez,Nueva,7,3468786.1771648
Linea II,036,08,2020,Chihuahua,Jiménez,Existente,66,28940149.7188272
Linea IV,036,08,2020,Chihuahua,Jiménez,Ampliación y rehabilitación,120,0.0
Linea II,037,08,2020,Chihuahua,Juárez,Nueva,1438,799688479.7512528
Linea II,037,08,2020,Chihuahua,Juárez,Existente,6868,3034606672.2149873
Linea III,037,08,2020,Chihuahua,Juárez,Con disponibilidad de terreno,2,905221.658656
Linea IV,037,08,2020,Chihuahua,Juárez,Ampliación y rehabilitación,10531,5312320.5211552
Linea V,037,08,2020,Chihuahua,Juárez,Pago de pasivos,11,5726055.305552
Linea II,038,08,2020,Chihuahua,Julimes,Existente,9,3432058.6937728
Linea IV,038,08,2020,Chihuahua,Julimes,Ampliación y rehabilitación,8,359425.6598784
Linea IV,039,08,2020,Chihuahua,López,Ampliación y rehabilitación,1,0.0
Linea II,040,08,2020,Chihuahua,Madera,Existente,27,11787052.4257808
Linea IV,040,08,2020,Chihuahua,Madera,Ampliación y rehabilitación,17,0.0
Linea IV,042,08,2020,Chihuahua,Manuel Benavides,Ampliación y rehabilitación,1,0.0
Linea IV,043,08,2020,Chihuahua,Matachí,Ampliación y rehabilitación,3,0.0
Linea II,044,08,2020,Chihuahua,Matamoros,Existente,3,1344819.5277472
Linea IV,044,08,2020,Chihuahua,Matamoros,Ampliación y rehabilitación,8,0.0
Linea II,045,08,2020,Chihuahua,Meoqui,Nueva,1,504015.30364
Linea II,045,08,2020,Chihuahua,Meoqui,Existente,154,58340059.4615312
Linea IV,045,08,2020,Chihuahua,Meoqui,Ampliación y rehabilitación,134,2588958.3693728
Linea IV,047,08,2020,Chihuahua,Moris,Ampliación y rehabilitación,2,0.0
Linea II,048,08,2020,Chihuahua,Namiquipa,Existente,2,846986.0477696
Linea IV,048,08,2020,Chihuahua,Namiquipa,Ampliación y rehabilitación,1,0.0
Linea IV,049,08,2020,Chihuahua,Nonoava,Ampliación y rehabilitación,1,0.0
Linea II,050,08,2020,Chihuahua,Nuevo Casas Grandes,Nueva,104,44860940.2762192
Linea II,050,08,2020,Chihuahua,Nuevo Casas Grandes,Existente,210,92124091.7229536
Linea III,050,08,2020,Chihuahua,Nuevo Casas Grandes,Con disponibilidad de terreno,3,1196708.0662016
Linea IV,050,08,2020,Chihuahua,Nuevo Casas Grandes,Ampliación y rehabilitación,188,0.0
Linea II,051,08,2020,Chihuahua,Ocampo,Existente,1,630819.2528864
Linea IV,051,08,2020,Chihuahua,Ocampo,Ampliación y rehabilitación,32,0.0
