clave_municipio,clave_estado,ano,estado,municipio,modalidad,zona,acciones,monto
046,19,2022,Nuevo León,San Nicolás de los Garza,Viviendas existentes,Urbano,149,233654198.0
046,19,2022,Nuevo León,San Nicolás de los Garza,Mejoramientos,Urbano,290,19555799.0
046,19,2022,Nuevo León,San Nicolás de los Garza,Otros programas,Urbano,124,164961782.0
047,19,2022,Nuevo León,Hidalgo,Viviendas nuevas,Urbano,1,2500000.0
047,19,2022,Nuevo León,Hidalgo,Viviendas existentes,Urbano,1,1260000.0
047,19,2022,Nuevo León,Hidalgo,Mejoramientos,Urbano,27,1181338.0
048,19,2022,Nuevo León,Santa Catarina,Viviendas nuevas,Urbano,419,1022925718.0
048,19,2022,Nuevo León,Santa Catarina,Viviendas existentes,Urbano,111,284427976.0
048,19,2022,Nuevo León,Santa Catarina,Mejoramientos,Urbano,216,20187601.0
048,19,2022,Nuevo León,Santa Catarina,Otros programas,Urbano,145,239068728.0
049,19,2022,Nuevo León,Santiago,Viviendas nuevas,Urbano,272,1036939106.0
049,19,2022,Nuevo León,Santiago,Viviendas existentes,Urbano,48,172682315.0
049,19,2022,Nuevo León,Santiago,Mejoramientos,Urbano,22,33371965.0
049,19,2022,Nuevo León,Santiago,Otros programas,Urbano,154,349757518.0
050,19,2022,Nuevo León,Vallecillo,Mejoramientos,Rural,1,56516.0
002,20,2022,Oaxaca,Acatlán de Pérez Figueroa,Mejoramientos,Rural,11,622648.0
005,20,2022,Oaxaca,Asunción Ixtaltepec,Mejoramientos,Rural,8,410925.0
006,20,2022,Oaxaca,Asunción Nochixtlán,Viviendas nuevas,Urbano,1,6110832.0
006,20,2022,Oaxaca,Asunción Nochixtlán,Otros programas,Urbano,2,1945923.0
010,20,2022,Oaxaca,El Barrio de la Soledad,Viviendas nuevas,Rural,1,72249.0
010,20,2022,Oaxaca,El Barrio de la Soledad,Mejoramientos,Rural,39,1965064.0
014,20,2022,Oaxaca,Ciudad Ixtepec,Viviendas nuevas,Urbano,4,1859369.0
014,20,2022,Oaxaca,Ciudad Ixtepec,Mejoramientos,Urbano,20,877355.0
014,20,2022,Oaxaca,Ciudad Ixtepec,Otros programas,Urbano,1,539011.0
017,20,2022,Oaxaca,La Compañía,Viviendas existentes,Rural,1,928868.0
021,20,2022,Oaxaca,Cosolapa,Mejoramientos,Semiurbano,2,77196.0
023,20,2022,Oaxaca,Cuilápam de Guerrero,Viviendas nuevas,Urbano,3,2369749.0
023,20,2022,Oaxaca,Cuilápam de Guerrero,Mejoramientos,Urbano,6,250482.0
030,20,2022,Oaxaca,El Espinal,Mejoramientos,Semiurbano,2,89444.0
033,20,2022,Oaxaca,Guadalupe Etla,Viviendas nuevas,Rural,1,23884.0
033,20,2022,Oaxaca,Guadalupe Etla,Mejoramientos,Rural,2,50018.0
033,20,2022,Oaxaca,Guadalupe Etla,Otros programas,Rural,1,1066000.0
039,20,2022,Oaxaca,Heroica Ciudad de Huajuapan de León,Viviendas nuevas,Urbano,10,15381163.0
039,20,2022,Oaxaca,Heroica Ciudad de Huajuapan de León,Mejoramientos,Urbano,2,109953.0
039,20,2022,Oaxaca,Heroica Ciudad de Huajuapan de León,Otros programas,Urbano,7,6815496.0
042,20,2022,Oaxaca,Ixtlán de Juárez,Mejoramientos,Rural,1,83477.0
043,20,2022,Oaxaca,Juchitán de Zaragoza,Viviendas nuevas,Urbano,7,3690133.0
043,20,2022,Oaxaca,Juchitán de Zaragoza,Viviendas existentes,Urbano,3,3241900.0
043,20,2022,Oaxaca,Juchitán de Zaragoza,Mejoramientos,Urbano,60,2756576.0
043,20,2022,Oaxaca,Juchitán de Zaragoza,Otros programas,Urbano,2,2258628.0
044,20,2022,Oaxaca,Loma Bonita,Mejoramientos,Urbano,8,321395.0
045,20,2022,Oaxaca,Magdalena Apasco,Mejoramientos,Rural,4,232442.0
045,20,2022,Oaxaca,Magdalena Apasco,Otros programas,Rural,2,214512.0
052,20,2022,Oaxaca,Magdalena Tequisistlán,Mejoramientos,Semiurbano,2,134846.0
057,20,2022,Oaxaca,Matías Romero Avendaño,Viviendas nuevas,Mixto,2,98544.0
057,20,2022,Oaxaca,Matías Romero Avendaño,Mejoramientos,Mixto,23,918904.0
059,20,2022,Oaxaca,Miahuatlán de Porfirio Díaz,Mejoramientos,Urbano,5,383331.0
063,20,2022,Oaxaca,Nazareno Etla,Mejoramientos,Semiurbano,2,157736.0
067,20,2022,Oaxaca,Oaxaca de Juárez,Viviendas nuevas,Urbano,77,154829985.0
067,20,2022,Oaxaca,Oaxaca de Juárez,Viviendas existentes,Urbano,26,62676318.0
067,20,2022,Oaxaca,Oaxaca de Juárez,Mejoramientos,Urbano,75,5508444.0
067,20,2022,Oaxaca,Oaxaca de Juárez,Otros programas,Urbano,34,67953179.0
068,20,2022,Oaxaca,Ocotlán de Morelos,Viviendas nuevas,Urbano,1,495669.0
068,20,2022,Oaxaca,Ocotlán de Morelos,Mejoramientos,Urbano,4,212854.0
068,20,2022,Oaxaca,Ocotlán de Morelos,Otros programas,Urbano,1,763050.0
072,20,2022,Oaxaca,San José del Progreso,Mejoramientos,Rural,1,13135.0
077,20,2022,Oaxaca,Reyes Etla,Viviendas nuevas,Rural,1,1372500.0
077,20,2022,Oaxaca,Reyes Etla,Mejoramientos,Rural,1,22233.0
078,20,2022,Oaxaca,Rojas de Cuauhtémoc,Mejoramientos,Rural,1,63765.0
079,20,2022,Oaxaca,Salina Cruz,Viviendas nuevas,Urbano,14,9821242.0
079,20,2022,Oaxaca,Salina Cruz,Viviendas existentes,Urbano,2,2135000.0
079,20,2022,Oaxaca,Salina Cruz,Mejoramientos,Urbano,42,1798743.0
079,20,2022,Oaxaca,Salina Cruz,Otros programas,Urbano,3,2995855.0
083,20,2022,Oaxaca,San Agustín de las Juntas,Mejoramientos,Semiurbano,5,170988.0
084,20,2022,Oaxaca,San Agustín Etla,Viviendas nuevas,Semiurbano,3,6518031.0
084,20,2022,Oaxaca,San Agustín Etla,Viviendas existentes,Semiurbano,1,1851400.0
084,20,2022,Oaxaca,San Agustín Etla,Mejoramientos,Semiurbano,2,62959.0
084,20,2022,Oaxaca,San Agustín Etla,Otros programas,Semiurbano,1,1885712.0
091,20,2022,Oaxaca,San Andrés Huayápam,Viviendas nuevas,Semiurbano,2,3456998.0
091,20,2022,Oaxaca,San Andrés Huayápam,Viviendas existentes,Semiurbano,2,3550899.0
091,20,2022,Oaxaca,San Andrés Huayápam,Otros programas,Semiurbano,1,1500000.0
102,20,2022,Oaxaca,San Andrés Zautla,Viviendas nuevas,Rural,1,43243.0
104,20,2022,Oaxaca,San Antonino el Alto,Viviendas nuevas,Rural,1,480000.0
107,20,2022,Oaxaca,San Antonio de la Cal,Viviendas nuevas,Urbano,1,2018750.0
107,20,2022,Oaxaca,San Antonio de la Cal,Mejoramientos,Urbano,2,69250.0
115,20,2022,Oaxaca,San Bartolo Coyotepec,Mejoramientos,Semiurbano,1,113607.0
124,20,2022,Oaxaca,San Blas Atempa,Mejoramientos,Semiurbano,7,394935.0
130,20,2022,Oaxaca,San Dionisio del Mar,Mejoramientos,Semiurbano,1,44499.0
137,20,2022,Oaxaca,San Francisco Cahuacuá,Mejoramientos,Rural,1,49980.0
143,20,2022,Oaxaca,San Francisco Ixhuatán,Mejoramientos,Semiurbano,2,109982.0
145,20,2022,Oaxaca,San Francisco Lachigoló,Viviendas nuevas,Semiurbano,1,739099.0
150,20,2022,Oaxaca,San Francisco Telixtlahuaca,Viviendas nuevas,Semiurbano,2,145449.0
150,20,2022,Oaxaca,San Francisco Telixtlahuaca,Mejoramientos,Semiurbano,3,212053.0
157,20,2022,Oaxaca,San Jacinto Amilpas,Viviendas nuevas,Urbano,23,23859779.0
157,20,2022,Oaxaca,San Jacinto Amilpas,Viviendas existentes,Urbano,2,2830000.0
157,20,2022,Oaxaca,San Jacinto Amilpas,Mejoramientos,Urbano,3,178778.0
157,20,2022,Oaxaca,San Jacinto Amilpas,Otros programas,Urbano,6,5611059.0
166,20,2022,Oaxaca,San José Chiltepec,Mejoramientos,Rural,2,111444.0
174,20,2022,Oaxaca,Ánimas Trujano,Viviendas nuevas,Semiurbano,1,1402200.0
174,20,2022,Oaxaca,Ánimas Trujano,Mejoramientos,Semiurbano,2,104990.0
178,20,2022,Oaxaca,San Juan Bautista Guelache,Viviendas nuevas,Rural,3,1687290.0
178,20,2022,Oaxaca,San Juan Bautista Guelache,Viviendas existentes,Rural,1,515000.0
178,20,2022,Oaxaca,San Juan Bautista Guelache,Mejoramientos,Rural,2,87751.0
184,20,2022,Oaxaca,San Juan Bautista Tuxtepec,Viviendas nuevas,Urbano,14,9533360.0
184,20,2022,Oaxaca,San Juan Bautista Tuxtepec,Viviendas existentes,Urbano,3,4568026.0
184,20,2022,Oaxaca,San Juan Bautista Tuxtepec,Mejoramientos,Urbano,115,4285723.0
184,20,2022,Oaxaca,San Juan Bautista Tuxtepec,Otros programas,Urbano,2,862000.0
198,20,2022,Oaxaca,San Juan Guichicovi,Mejoramientos,Rural,4,342969.0
207,20,2022,Oaxaca,San Juan Mazatlán,Mejoramientos,Rural,1,28788.0
227,20,2022,Oaxaca,San Lorenzo Cacaotepec,Viviendas nuevas,Semiurbano,7,9476284.0
227,20,2022,Oaxaca,San Lorenzo Cacaotepec,Viviendas existentes,Semiurbano,3,3690000.0
227,20,2022,Oaxaca,San Lorenzo Cacaotepec,Mejoramientos,Semiurbano,6,175328.0
227,20,2022,Oaxaca,San Lorenzo Cacaotepec,Otros programas,Semiurbano,2,2696021.0
232,20,2022,Oaxaca,San Lucas Ojitlán,Mejoramientos,Rural,2,69264.0
266,20,2022,Oaxaca,San Miguel del Puerto,Mejoramientos,Rural,1,47269.0
268,20,2022,Oaxaca,San Miguel Ejutla,Mejoramientos,Rural,1,20129.0
278,20,2022,Oaxaca,San Miguel Soyaltepec,Mejoramientos,Rural,5,278876.0
293,20,2022,Oaxaca,San Pablo Etla,Viviendas nuevas,Semiurbano,4,5179100.0
293,20,2022,Oaxaca,San Pablo Etla,Viviendas existentes,Semiurbano,1,591657.0
293,20,2022,Oaxaca,San Pablo Etla,Mejoramientos,Semiurbano,7,241666.0
293,20,2022,Oaxaca,San Pablo Etla,Otros programas,Semiurbano,2,1804051.0
294,20,2022,Oaxaca,San Pablo Huitzo,Mejoramientos,Semiurbano,3,187053.0
305,20,2022,Oaxaca,San Pedro Comitancillo,Mejoramientos,Semiurbano,3,117414.0
307,20,2022,Oaxaca,San Pedro Huamelula,Mejoramientos,Rural,5,187371.0
308,20,2022,Oaxaca,San Pedro Huilotepec,Mejoramientos,Semiurbano,1,36563.0
310,20,2022,Oaxaca,San Pedro Ixtlahuaca,Otros programas,Rural,2,430267.0
318,20,2022,Oaxaca,San Pedro Mixtepec -Dto. 22 -,Viviendas nuevas,Urbano,6,11736136.0
318,20,2022,Oaxaca,San Pedro Mixtepec -Dto. 22 -,Viviendas existentes,Urbano,3,11249950.0
318,20,2022,Oaxaca,San Pedro Mixtepec -Dto. 22 -,Mejoramientos,Urbano,1,118173.0
318,20,2022,Oaxaca,San Pedro Mixtepec -Dto. 22 -,Otros programas,Urbano,4,8844724.0
324,20,2022,Oaxaca,San Pedro Pochutla,Mejoramientos,Rural,5,203258.0
334,20,2022,Oaxaca,Villa de Tututepec,Mejoramientos,Mixto,1,50019.0
338,20,2022,Oaxaca,Villa de Etla,Viviendas nuevas,Semiurbano,1,81902.0
338,20,2022,Oaxaca,Villa de Etla,Mejoramientos,Semiurbano,3,149875.0
350,20,2022,Oaxaca,San Sebastián Tutla,Viviendas nuevas,Semiurbano,17,38498862.0
350,20,2022,Oaxaca,San Sebastián Tutla,Viviendas existentes,Semiurbano,8,11311798.0
350,20,2022,Oaxaca,San Sebastián Tutla,Mejoramientos,Semiurbano,8,490339.0
350,20,2022,Oaxaca,San Sebastián Tutla,Otros programas,Semiurbano,5,5714741.0
375,20,2022,Oaxaca,Santa Cruz Amilpas,Viviendas nuevas,Semiurbano,2,818696.0
375,20,2022,Oaxaca,Santa Cruz Amilpas,Viviendas existentes,Semiurbano,1,711789.0
375,20,2022,Oaxaca,Santa Cruz Amilpas,Mejoramientos,Semiurbano,4,147883.0
375,20,2022,Oaxaca,Santa Cruz Amilpas,Otros programas,Semiurbano,3,2979225.0
385,20,2022,Oaxaca,Santa Cruz Xoxocotlán,Viviendas nuevas,Urbano,61,79063934.0
385,20,2022,Oaxaca,Santa Cruz Xoxocotlán,Viviendas existentes,Urbano,7,7988242.0
385,20,2022,Oaxaca,Santa Cruz Xoxocotlán,Mejoramientos,Urbano,19,947585.0
385,20,2022,Oaxaca,Santa Cruz Xoxocotlán,Otros programas,Urbano,13,11402410.0
390,20,2022,Oaxaca,Santa Lucía del Camino,Viviendas nuevas,Urbano,15,32574946.0
390,20,2022,Oaxaca,Santa Lucía del Camino,Viviendas existentes,Urbano,6,7543581.0
390,20,2022,Oaxaca,Santa Lucía del Camino,Mejoramientos,Urbano,10,436879.0
390,20,2022,Oaxaca,Santa Lucía del Camino,Otros programas,Urbano,7,11089566.0
397,20,2022,Oaxaca,Heroica Ciudad de Tlaxiaco,Mejoramientos,Rural,3,182881.0
398,20,2022,Oaxaca,Ayoquezco de Aldama,Viviendas existentes,Semiurbano,1,580000.0
399,20,2022,Oaxaca,Santa María Atzompa,Viviendas nuevas,Urbano,30,23863060.0
399,20,2022,Oaxaca,Santa María Atzompa,Viviendas existentes,Urbano,10,10090135.0
399,20,2022,Oaxaca,Santa María Atzompa,Mejoramientos,Urbano,8,367025.0
399,20,2022,Oaxaca,Santa María Atzompa,Otros programas,Urbano,8,5172509.0
401,20,2022,Oaxaca,Santa María Colotepec,Viviendas nuevas,Rural,1,2000000.0
401,20,2022,Oaxaca,Santa María Colotepec,Viviendas existentes,Rural,1,4049000.0
401,20,2022,Oaxaca,Santa María Colotepec,Mejoramientos,Rural,2,69349.0
403,20,2022,Oaxaca,Santa María Coyotepec,Mejoramientos,Semiurbano,1,49000.0
409,20,2022,Oaxaca,Santa María del Tule,Viviendas nuevas,Semiurbano,2,4552064.0
409,20,2022,Oaxaca,Santa María del Tule,Mejoramientos,Semiurbano,8,321357.0
413,20,2022,Oaxaca,Santa María Huatulco,Viviendas nuevas,Mixto,18,33844461.0
413,20,2022,Oaxaca,Santa María Huatulco,Viviendas existentes,Mixto,6,15401476.0
413,20,2022,Oaxaca,Santa María Huatulco,Mejoramientos,Mixto,20,738834.0
413,20,2022,Oaxaca,Santa María Huatulco,Otros programas,Mixto,3,2147362.0
421,20,2022,Oaxaca,Santa María Mixtequilla,Viviendas nuevas,Semiurbano,1,81902.0
421,20,2022,Oaxaca,Santa María Mixtequilla,Mejoramientos,Semiurbano,2,197150.0
427,20,2022,Oaxaca,Santa María Petapa,Viviendas nuevas,Rural,1,40498.0
427,20,2022,Oaxaca,Santa María Petapa,Mejoramientos,Rural,9,316896.0
439,20,2022,Oaxaca,Santa María Tonameca,Mejoramientos,Rural,1,49999.0
441,20,2022,Oaxaca,Santa María Xadani,Mejoramientos,Semiurbano,1,25288.0
453,20,2022,Oaxaca,Santiago Astata,Mejoramientos,Rural,1,35978.0
472,20,2022,Oaxaca,Santiago Laollaga,Mejoramientos,Semiurbano,1,60000.0
482,20,2022,Oaxaca,Santiago Pinotepa Nacional,Otros programas,Urbano,2,5230881.0
483,20,2022,Oaxaca,Santiago Suchilquitongo,Mejoramientos,Semiurbano,1,27777.0
505,20,2022,Oaxaca,Santo Domingo Ingenio,Viviendas nuevas,Semiurbano,1,42706.0
505,20,2022,Oaxaca,Santo Domingo Ingenio,Mejoramientos,Semiurbano,3,279519.0
513,20,2022,Oaxaca,Santo Domingo Petapa,Viviendas nuevas,Semiurbano,1,61719.0
513,20,2022,Oaxaca,Santo Domingo Petapa,Mejoramientos,Semiurbano,2,65927.0
515,20,2022,Oaxaca,Santo Domingo Tehuantepec,Viviendas nuevas,Urbano,4,2017629.0
515,20,2022,Oaxaca,Santo Domingo Tehuantepec,Viviendas existentes,Urbano,2,1121003.0
515,20,2022,Oaxaca,Santo Domingo Tehuantepec,Mejoramientos,Urbano,21,886246.0
515,20,2022,Oaxaca,Santo Domingo Tehuantepec,Otros programas,Urbano,1,527800.0
519,20,2022,Oaxaca,Santo Domingo Tomaltepec,Viviendas nuevas,Semiurbano,1,1541635.0
519,20,2022,Oaxaca,Santo Domingo Tomaltepec,Mejoramientos,Semiurbano,1,25740.0
525,20,2022,Oaxaca,Santo Domingo Zanatepec,Mejoramientos,Semiurbano,1,23654.0
539,20,2022,Oaxaca,Soledad Etla,Mejoramientos,Semiurbano,3,143953.0
545,20,2022,Oaxaca,Teotitlán de Flores Magón,Viviendas existentes,Semiurbano,1,1740600.0
550,20,2022,Oaxaca,San Jerónimo Tlacochahuaya,Viviendas nuevas,Semiurbano,1,858500.0
550,20,2022,Oaxaca,San Jerónimo Tlacochahuaya,Viviendas existentes,Semiurbano,1,1850600.0
551,20,2022,Oaxaca,Tlacolula de Matamoros,Viviendas nuevas,Urbano,4,1411578.0
551,20,2022,Oaxaca,Tlacolula de Matamoros,Mejoramientos,Urbano,10,2209593.0
553,20,2022,Oaxaca,Tlalixtac de Cabrera,Viviendas nuevas,Semiurbano,7,20016725.0
553,20,2022,Oaxaca,Tlalixtac de Cabrera,Viviendas existentes,Semiurbano,3,7479605.0
553,20,2022,Oaxaca,Tlalixtac de Cabrera,Mejoramientos,Semiurbano,3,161902.0
557,20,2022,Oaxaca,Unión Hidalgo,Viviendas nuevas,Semiurbano,1,81902.0
557,20,2022,Oaxaca,Unión Hidalgo,Mejoramientos,Semiurbano,8,667519.0
559,20,2022,Oaxaca,San Juan Bautista Valle Nacional,Mejoramientos,Rural,2,70814.0
565,20,2022,Oaxaca,Villa de Zaachila,Viviendas nuevas,Urbano,5,5326511.0
565,20,2022,Oaxaca,Villa de Zaachila,Viviendas existentes,Urbano,4,3130119.0
565,20,2022,Oaxaca,Villa de Zaachila,Mejoramientos,Urbano,4,123865.0
570,20,2022,Oaxaca,Zimatlán de Álvarez,Otros programas,Semiurbano,1,444962.0
001,21,2022,Puebla,Acajete,Mejoramientos,Semiurbano,6,296794.0
004,21,2022,Puebla,Acatzingo,Mejoramientos,Mixto,1,92358.0
004,21,2022,Puebla,Acatzingo,Otros programas,Mixto,1,1890716.0
008,21,2022,Puebla,Ahuazotepec,Otros programas,Rural,1,2410800.0
009,21,2022,Puebla,Ahuehuetitla,Viviendas existentes,Rural,2,3295084.0
009,21,2022,Puebla,Ahuehuetitla,Otros programas,Rural,1,720763.0
010,21,2022,Puebla,Ajalpan,Mejoramientos,Rural,6,239539.0
013,21,2022,Puebla,Altepexi,Mejoramientos,Urbano,4,120882.0
015,21,2022,Puebla,Amozoc,Viviendas nuevas,Urbano,24,45436946.0
015,21,2022,Puebla,Amozoc,Viviendas existentes,Urbano,7,11939458.0
015,21,2022,Puebla,Amozoc,Mejoramientos,Urbano,30,1461868.0
015,21,2022,Puebla,Amozoc,Otros programas,Urbano,10,11932374.0
017,21,2022,Puebla,Atempan,Otros programas,Semiurbano,1,750000.0
018,21,2022,Puebla,Atexcal,Mejoramientos,Rural,1,15573.0
019,21,2022,Puebla,Atlixco,Viviendas nuevas,Urbano,61,139593184.0
019,21,2022,Puebla,Atlixco,Viviendas existentes,Urbano,11,18858487.0
019,21,2022,Puebla,Atlixco,Mejoramientos,Urbano,7,266969.0
019,21,2022,Puebla,Atlixco,Otros programas,Urbano,22,41537127.0
026,21,2022,Puebla,Calpan,Mejoramientos,Semiurbano,2,109667.0
029,21,2022,Puebla,Caxhuacan,Mejoramientos,Semiurbano,3,136492.0
031,21,2022,Puebla,Coatzingo,Viviendas existentes,Rural,1,690440.0
034,21,2022,Puebla,Coronango,Viviendas nuevas,Urbano,242,239136226.0
034,21,2022,Puebla,Coronango,Viviendas existentes,Urbano,35,31342987.0
034,21,2022,Puebla,Coronango,Mejoramientos,Urbano,12,390355.0
034,21,2022,Puebla,Coronango,Otros programas,Urbano,25,18569803.0
035,21,2022,Puebla,Coxcatlán,Mejoramientos,Semiurbano,1,27789.0
040,21,2022,Puebla,Cuautinchán,Viviendas nuevas,Rural,37,54457652.0
040,21,2022,Puebla,Cuautinchán,Viviendas existentes,Rural,2,2445831.0
040,21,2022,Puebla,Cuautinchán,Otros programas,Rural,1,499367.0
041,21,2022,Puebla,Cuautlancingo,Viviendas nuevas,Urbano,549,675824058.0
041,21,2022,Puebla,Cuautlancingo,Viviendas existentes,Urbano,80,92707584.0
041,21,2022,Puebla,Cuautlancingo,Mejoramientos,Urbano,43,2168075.0
041,21,2022,Puebla,Cuautlancingo,Otros programas,Urbano,120,110963955.0
043,21,2022,Puebla,Cuetzalan del Progreso,Mejoramientos,Rural,1,30853.0
045,21,2022,Puebla,Chalchicomula de Sesma,Viviendas nuevas,Urbano,3,2445764.0
045,21,2022,Puebla,Chalchicomula de Sesma,Viviendas existentes,Urbano,3,2852191.0
045,21,2022,Puebla,Chalchicomula de Sesma,Mejoramientos,Urbano,3,102486.0
046,21,2022,Puebla,Chapulco,Mejoramientos,Semiurbano,2,58435.0
047,21,2022,Puebla,Chiautla,Viviendas nuevas,Semiurbano,2,1093558.0
047,21,2022,Puebla,Chiautla,Mejoramientos,Semiurbano,1,66692.0
051,21,2022,Puebla,Chietla,Mejoramientos,Semiurbano,2,96113.0
053,21,2022,Puebla,Chignahuapan,Viviendas nuevas,Rural,3,4045307.0
053,21,2022,Puebla,Chignahuapan,Otros programas,Rural,5,6380891.0
054,21,2022,Puebla,Chignautla,Viviendas nuevas,Semiurbano,2,526200.0
054,21,2022,Puebla,Chignautla,Mejoramientos,Semiurbano,1,135689.0
063,21,2022,Puebla,Esperanza,Mejoramientos,Semiurbano,1,25740.0
065,21,2022,Puebla,General Felipe Ángeles,Viviendas nuevas,Semiurbano,1,5534700.0
071,21,2022,Puebla,Huauchinango,Viviendas nuevas,Urbano,5,5440790.0
071,21,2022,Puebla,Huauchinango,Viviendas existentes,Urbano,1,2618100.0
071,21,2022,Puebla,Huauchinango,Mejoramientos,Urbano,3,136592.0
071,21,2022,Puebla,Huauchinango,Otros programas,Urbano,1,712764.0
073,21,2022,Puebla,Huehuetlán el Chico,Viviendas existentes,Semiurbano,1,954196.0
074,21,2022,Puebla,Huejotzingo,Viviendas nuevas,Urbano,96,71088434.0
074,21,2022,Puebla,Huejotzingo,Viviendas existentes,Urbano,10,7259420.0
074,21,2022,Puebla,Huejotzingo,Mejoramientos,Urbano,11,352825.0
074,21,2022,Puebla,Huejotzingo,Otros programas,Urbano,25,10543497.0
085,21,2022,Puebla,Izúcar de Matamoros,Viviendas nuevas,Urbano,4,3297487.0
085,21,2022,Puebla,Izúcar de Matamoros,Viviendas existentes,Urbano,2,2530000.0
085,21,2022,Puebla,Izúcar de Matamoros,Mejoramientos,Urbano,4,160581.0
090,21,2022,Puebla,Juan C. Bonilla,Viviendas nuevas,Semiurbano,16,19349303.0
090,21,2022,Puebla,Juan C. Bonilla,Viviendas existentes,Semiurbano,5,5307094.0
090,21,2022,Puebla,Juan C. Bonilla,Mejoramientos,Semiurbano,4,302592.0
090,21,2022,Puebla,Juan C. Bonilla,Otros programas,Semiurbano,3,2414776.0
094,21,2022,Puebla,Libres,Viviendas nuevas,Rural,1,541739.0
094,21,2022,Puebla,Libres,Mejoramientos,Rural,1,38846.0
098,21,2022,Puebla,Molcaxac,Mejoramientos,Rural,1,37389.0
103,21,2022,Puebla,Nicolás Bravo,Mejoramientos,Semiurbano,1,27789.0
104,21,2022,Puebla,Nopalucan,Mejoramientos,Semiurbano,3,132070.0
106,21,2022,Puebla,Ocoyucan,Viviendas nuevas,Semiurbano,370,971812031.0
106,21,2022,Puebla,Ocoyucan,Viviendas existentes,Semiurbano,56,143449625.0
106,21,2022,Puebla,Ocoyucan,Otros programas,Semiurbano,86,145264383.0
108,21,2022,Puebla,Oriental,Mejoramientos,Semiurbano,3,91378.0
110,21,2022,Puebla,Palmar de Bravo,Mejoramientos,Semiurbano,4,162822.0
114,21,2022,Puebla,Puebla,Viviendas nuevas,Urbano,900,1315625123.0
114,21,2022,Puebla,Puebla,Viviendas existentes,Urbano,382,578090005.0
114,21,2022,Puebla,Puebla,Mejoramientos,Urbano,616,30060119.0
114,21,2022,Puebla,Puebla,Otros programas,Urbano,260,314343071.0
115,21,2022,Puebla,Quecholac,Mejoramientos,Semiurbano,4,167210.0
117,21,2022,Puebla,Rafael Lara Grajales,Mejoramientos,Semiurbano,9,455706.0
119,21,2022,Puebla,San Andrés Cholula,Viviendas nuevas,Urbano,397,1053035885.0
119,21,2022,Puebla,San Andrés Cholula,Viviendas existentes,Urbano,155,487154395.0
119,21,2022,Puebla,San Andrés Cholula,Mejoramientos,Urbano,22,16540670.0
119,21,2022,Puebla,San Andrés Cholula,Otros programas,Urbano,143,280649980.0
120,21,2022,Puebla,San Antonio Cañada,Mejoramientos,Rural,1,18465.0
124,21,2022,Puebla,San Gabriel Chilac,Mejoramientos,Semiurbano,1,21908.0
125,21,2022,Puebla,San Gregorio Atzompa,Viviendas nuevas,Semiurbano,3,6688650.0
125,21,2022,Puebla,San Gregorio Atzompa,Viviendas existentes,Semiurbano,1,900000.0
125,21,2022,Puebla,San Gregorio Atzompa,Mejoramientos,Semiurbano,1,40658.0
125,21,2022,Puebla,San Gregorio Atzompa,Otros programas,Semiurbano,3,4911774.0
128,21,2022,Puebla,San José Chiapa,Viviendas nuevas,Semiurbano,8,4175299.0
128,21,2022,Puebla,San José Chiapa,Mejoramientos,Semiurbano,2,83412.0
129,21,2022,Puebla,San José Miahuatlán,Mejoramientos,Semiurbano,1,76052.0
132,21,2022,Puebla,San Martín Texmelucan,Viviendas nuevas,Urbano,13,18539569.0
132,21,2022,Puebla,San Martín Texmelucan,Viviendas existentes,Urbano,11,18183008.0
132,21,2022,Puebla,San Martín Texmelucan,Mejoramientos,Urbano,43,1858440.0
132,21,2022,Puebla,San Martín Texmelucan,Otros programas,Urbano,7,3897313.0
136,21,2022,Puebla,San Miguel Xoxtla,Mejoramientos,Semiurbano,6,336718.0
137,21,2022,Puebla,San Nicolás Buenos Aires,Viviendas nuevas,Semiurbano,1,2500000.0
138,21,2022,Puebla,San Nicolás de los Ranchos,Viviendas nuevas,Semiurbano,1,2635000.0
140,21,2022,Puebla,San Pedro Cholula,Viviendas nuevas,Urbano,258,447388541.0
140,21,2022,Puebla,San Pedro Cholula,Viviendas existentes,Urbano,76,146275020.0
140,21,2022,Puebla,San Pedro Cholula,Mejoramientos,Urbano,26,6301685.0
140,21,2022,Puebla,San Pedro Cholula,Otros programas,Urbano,76,110194977.0
142,21,2022,Puebla,San Salvador el Seco,Mejoramientos,Urbano,1,30291.0
143,21,2022,Puebla,San Salvador el Verde,Viviendas nuevas,Semiurbano,2,964899.0
143,21,2022,Puebla,San Salvador el Verde,Mejoramientos,Semiurbano,6,235045.0
149,21,2022,Puebla,Santiago Miahuatlán,Mejoramientos,Urbano,15,603920.0
153,21,2022,Puebla,Tecali de Herrera,Mejoramientos,Semiurbano,2,143036.0
154,21,2022,Puebla,Tecamachalco,Viviendas nuevas,Mixto,4,5382220.0
154,21,2022,Puebla,Tecamachalco,Mejoramientos,Mixto,15,611096.0
154,21,2022,Puebla,Tecamachalco,Otros programas,Mixto,1,1481400.0
156,21,2022,Puebla,Tehuacán,Viviendas nuevas,Urbano,64,79471753.0
156,21,2022,Puebla,Tehuacán,Viviendas existentes,Urbano,21,32159576.0
156,21,2022,Puebla,Tehuacán,Mejoramientos,Urbano,173,11549929.0
156,21,2022,Puebla,Tehuacán,Otros programas,Urbano,9,9756083.0
161,21,2022,Puebla,Tepanco de López,Mejoramientos,Semiurbano,21,850500.0
